"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
452.142689853011,-1.56517490659276,0.241375134470053,-6.48440822220212,8.908072957723e-11,2.22673740484822e-09,"IL11"
803.423714518326,-1.3344111334073,0.217746907687356,-6.12826674591982,8.88415516164745e-10,1.77436942762475e-08,"TREM2"
192.485287937096,-4.04352087631738,0.513191652484765,-7.87916338221699,3.29580314938966e-15,1.97673397666495e-13,"CRISP3"
1691.26347980929,-1.2566640541218,0.232689985730725,-5.40059362750591,6.64207338326711e-08,8.62512280640762e-07,"PCSK5"
4736.18633952663,-1.08183223007749,0.160087396428711,-6.7577601623326,1.40141255525865e-11,4.07922178804912e-10,"KCNK6"
206.716874237336,-3.75247605245232,0.809753150024381,-4.63409874026341,3.58495863437825e-06,3.00986203007043e-05,"MAGEB2"
15.2871963155843,-1.29865319659884,0.32563487909029,-3.9880654069577,6.66142997423935e-05,0.000395229559007361,"EFNA2"
131.708960270595,-1.45913597359347,0.15798752114377,-9.23576724939971,2.56441476924774e-20,3.42310516925342e-18,"CBARP"
12.2107349247665,-1.36072452042783,0.352939152759487,-3.85540824753752,0.000115536658476471,0.000637073559366174,"SERPIND1"
11899.5828891537,-1.0923164179007,0.302919507625223,-3.60596260856246,0.000310997919270728,0.00150286598116626,"MMP11"
153.882714896348,-1.57867552211705,0.378434906640798,-4.17159066041308,3.0248066246032e-05,0.000197331674563755,"SLC7A4"
1512.99454549628,-1.06012854263096,0.220074491676224,-4.81713502803695,1.45634140149504e-06,1.35468453454414e-05,"SEC14L2"
22920.7912177006,-1.16544328313256,0.19055730876714,-6.11597262090183,9.5969802745005e-10,1.89383913878831e-08,"LGALS1"
1132.56954619394,-2.51130025447148,0.364777284070619,-6.88447544333738,5.80008578314942e-12,1.83515084495578e-10,"SLC5A1"
115.62852279088,-1.01876222522518,0.337107117548865,-3.02207272463628,0.0025105022558611,0.00899005166051968,"TPTEP1"
1350.67182480222,-1.0458973041578,0.181846588981324,-5.75153655626289,8.8435952709898e-09,1.40861524515223e-07,"KDELR3"
17364.7492912054,-1.27497670981544,0.236829648469721,-5.38351814501993,7.30438803935503e-08,9.3898334572059e-07,"TIMP3"
1524.39509684188,-1.03275157012069,0.145739609702881,-7.08627923614011,1.37765700653036e-12,4.93826510161811e-11,"PDGFB"
4.66549101728025,-2.39813128055066,0.577873800322082,-4.14992214427103,3.32588379759079e-05,0.000214397826269084,"PNPLA5"
357.552227362331,-1.02625912260888,0.335053089387584,-3.06297466017905,0.00219148616193397,0.00799866220676415,"KCNK10"
11222.5891031877,-1.33404890603943,0.190114434183043,-7.01708374628198,2.26546834675925e-12,7.79639692771447e-11,"PYGL"
