"Shared_Genes"
"DNMT3A"
"IDE"
"ELOVL3"
"NKX2-3"
"TCTN3"
"DUSP1"
"MSX2"
"LRP11"
"MYCT1"
"PCDHB8"
"SOHLH2"
"TGFBI"
"FAM53C"
"LOC100128966"
"MTERF2"
"PDLIM2"
"CRISPLD1"
"COPS5"
"SCPEP1"
"TBX2"
"TBX4"
"ABCC11"
"TENT4B"
"PLBD1"
"SEC22A"
"CSTA"
"B4GALT4"
"NAA50"
"DEPDC7"
"GJB6"
"TBC1D15"
"POLR3GL"
"ZSCAN20"
"HPCA"
"FLT3"
"SASH3"
"OBP2A"
"LAX1"
"CD244"
"LY9"
"KLHL7"
"TWIST1"
"PHF24"
"TRIM24"
"PLAU"
"CHST3"
"CDKN2C"
"ACOT9"
"NLN"
"CENPK"
"OPTN"
"ARHGAP9"
"NCKAP1L"
"HOXC13"
"CDK2"
"NFE2"
"SARDH"
"STIL"
"NDUFAF4"
"TTC21B"
"C4BPB"
"RAB38"
"DAW1"
"OBSL1"
"PI3"
"SLPI"
"KCNS1"
"MATN4"
"ZNFX1"
"ZNF831"
"IL9R"
"XG"
"LYPD3"
"XPO5"
"MOCS1"
"H2BC11"
"OR2B6"
"TCP11"
"KLHL31"
"DEK"
"AHNAK"
"WNT1"
"MT2A"
"DOK4"
"RAP2A"
"HROB"
"TMEM255A"
"BMP4"
"FAM193A"
"INSIG2"
"TNFSF9"
"GRIA3"
"SH2D3A"
"OPA3"
"FAM182A"
"MCM8"
"BPIFB1"
"TUBGCP3"
"SLURP1"
"CCR7"
"STAT5A"
"WNK4"
"AHDC1"
"DACH2"
"RHOJ"
"AVPR2"
"SLC10A3"
"ZC4H2"
"FGD3"
"HIVEP3"
"EDN2"
"BCL11B"
"TRAF2"
"RAP1B"
"LRRC61"
"ADGRE2"
"SYNGR3"
"FBXL16"
"SMARCA4"
"TUBA4A"
"GNG11"
"POR"
"RASL11B"
"PAICS"
"ASPHD2"
"KRT17"
"CPA4"
"FLNC"
"SMO"
"HOXD1"
"PDE11A"
"CHN1"
"GAD1"
"HOXD10"
"HOXD11"
"INO80"
"DUT"
"CHAC1"
"THAP10"
"ACKR4"
"MBD4"
"TPH1"
"E2F8"
"RPAIN"
"MTUS1"
"KLK14"
"KLK10"
"KLK8"
"RHBDF2"
"FGF13"
"PGAP6"
"PLPPR3"
"CRACR2A"
"GADD45G"
"ACE2"
"FAM98C"
"KIF1A"
"BST2"
"ACTN4"
"STK33"
"OLFM1"
"HELZ2"
"TNNT3"
"CEP85"
"ASS1"
"FIBCD1"
"ANGPTL6"
"SHFL"
"DNMT1"
"PKDREJ"
"HABP4"
"EDA2R"
"PRR7"
"CAP1"
"CAPN7"
"C3orf20"
"PSMC3IP"
"VPS25"
"MAP1B"
"KRT34"
"TNS4"
"ZNF132"
"FAAP24"
"ABHD12B"
"BRME1"
"SLC6A11"
"FCRLA"
"PER2"
"CARD6"
"EEFSEC"
"FIGNL1"
"GRSF1"
"ITGB4"
"KDM6B"
"DLG4"
"RIDA"
"MATN2"
"PCED1A"
"PCNA"
"RIN2"
"TOE1"
"LPIN3"
"PPP1R3D"
"KANK4"
"SLC14A2"
"MTUS2"
"CDK8"
"RNF17"
"MYH10"
"MYBPH"
"DCLK1"
"CCNA1"
"EPSTI1"
"KL"
"BEX1"
"SLF1"
"E2F5"
"AMPD3"
"MEN1"
"CD180"
"IRAK2"
"THUMPD3"
"VHL"
"BHLHE40"
"CNTN6"
"GNAT2"
"HMGCS2"
"PTPN22"
"PTGFRN"
"NAPG"
"TMEM106C"
"MYCN"
"TIMM17A"
"DOCK2"
"SOX5"
"KLRC1"
"LRP4"
"MYBPC3"
"DDB2"
"DSG1"
"DSC1"
"DTNA"
"TCN1"
"COL4A2"
"SLC37A2"
"ANXA1"
"AGTPBP1"
"ISCA1"
"TAOK3"
"RNFT2"
"BICDL1"
"SRPK2"
"ADGRB3"
"EPHA7"
"GLS2"
"TESPA1"
"KRT87P"
"KRT7"
"OS9"
"LTV1"
"STX11"
"RAB11FIP5"
"USP15"
"MPHOSPH6"
"AGT"
"KCNK1"
"NTPCR"
"RNASEL"
"LAMC1"
"TMBIM1"
"TSGA10"
"C2orf49"
"ARHGEF4"
"USP44"
"VILL"
"THSD1"
"SCEL"
"SETDB2"
"DBNL"
"NKX2-8"
"NKX2-1"
"ZFHX2"
"ADAMTS7"
"BRIP1"
"TBR1"
"BLK"
"EPRS1"
"IL36G"
"IL1RN"
"IL36RN"
"IL36B"
"IL1F10"
"GAD2"
"SLC31A2"
"USP20"
"BAAT"
"ATP6V1G1"
"LMX1B"
"DSCC1"
"IGFBPL1"
"ZSCAN9"
"YIPF3"
"IRF4"
"RIPK1"
"TUBB2B"
"TCF19"
"NRM"
"C6orf52"
"FGFBP1"
"TLR2"
"LRRC32"
"NARS2"
"MRPL15"
"DDX60"
"TRIM29"
"FDX1"
"CFAP68"
"MMP13"
"CASP1"
"SQOR"
"CTDSPL2"
"KIF23"
"KNL1"
"ITPKA"
"DUOX1"
"GCOM1"
"KHK"
"MYOF"
"STAMBPL1"
"DNAJC13"
"TET1"
"BARD1"
"SSB"
"IDH1"
"CHRNA1"
"WDR12"
"SLC35A5"
"TMOD3"
"HERC6"
"GPAT3"
"PDE5A"
"NUP54"
"ENPEP"
"CASP6"
"LEF1"
"MTTP"
"FBN2"
"RNF185"
"YARS2"
"ALG10"
"CD27"
"PIANP"
"SLC38A4"
"COL2A1"
"LRIG3"
"INHBE"
"DUSP6"
"TMEM132B"
"GLTP"
"NABP2"
"N4BP2L1"
"ITGB7"
"NOVA1"
"TMX1"
"FRMD6"
"ARMH4"
"NAA30"
"WARS1"
"SLC12A6"
"DUOXA1"
"DISP2"
"CYP11A1"
"FANCI"
"TICRR"
"ST8SIA2"
"MYLK3"
"ZFHX3"
"GCSH"
"NOL3"
"MEAK7"
"ADAD2"
"IRF8"
"GID4"
"KSR1"
"UNC45B"
"GAREM1"
"SLC14A1"
"SAT2"
"CARD14"
"FN3KRP"
"MAPK4"
"TNFRSF11A"
"FBXO15"
"MISP3"
"PRDM15"
"SIRT3"
"SAE1"
"EVI5L"
"RERE"
"EFHD2"
"MYOM3"
"SH3BGRL3"
"IL22RA1"
"DMRTA2"
"MAP3K6"
"KIF2C"
"PTPRF"
"CYP4B1"
"LMO4"
"GPA33"
"RXRG"
"XCL1"
"ILDR2"
"RGS5"
"FCRL5"
"HMCN1"
"LHX9"
"TUFT1"
"ADAMTSL4"
"SEMA6C"
"GABPB2"
"DTL"
"SMYD2"
"HHIPL2"
"CRNN"
"S100A7"
"AQP10"
"INTS3"
"HCN3"
"FLG"
"DEGS1"
"WNT9A"
"ARL8A"
"ETAA1"
"EXOC6B"
"DQX1"
"MALL"
"LOC128966597"
"NT5DC4"
"FAHD2B"
"GALNT13"
"CDCA7"
"FAM171B"
"METTL21A"
"ABCA12"
"TAMM41"
"DYNC1LI1"
"SLC25A38"
"PTPRG"
"IL17RD"
"UBA3"
"LRIG1"
"TAGLN3"
"RABL3"
"ATG3"
"TMEM108"
"OSBPL11"
"NCEH1"
"TCTA"
"EAF2"
"MUC4"
"ATP10D"
"SLC10A4"
"SLC10A6"
"PLAC8"
"TRMT10A"
"TBCK"
"DDIT4L"
"PDGFC"
"CBR4"
"GZMA"
"LIX1"
"PPIP5K2"
"PAM"
"SLC30A5"
"TNFAIP8"
"ARHGAP26"
"C1QTNF2"
"SPINK7"
"TNIP1"
"GFOD1"
"LRRTM2"
"KLHL3"
"MLIP"
"MLIP-IT1"
"LOC101927189"
"LGSN"
"FGD2"
"CRIP3"
"TPBG"
"IRAK1BP1"
"SCML4"
"PNLDC1"
"SLC22A3"
"EGFR"
"EPHA1"
"SYTL5"
"KDM6A"
"DIPK2B"
"ZNF41"
"GPR174"
"SNX12"
"IL2RG"
"HTR2C"
"IGSF1"
"HMBOX1"
"DOCK5"
"TRIM55"
"RPL7"
"ATP6V0D2"
"MTDH"
"LRP12"
"EIF3H"
"TATDN1"
"SACK1A"
"GSDMC"
"CDKN2A"
"IFNK"
"PLPPR1"
"CRB2"
"POLE3"
"PTGES"
"FAM171A1"
"CDHR1"
"HTR7"
"VAX1"
"MKI67"
"LRRC27"
"ITPRIP"
"SLC5A12"
"TNKS1BP1"
"ENDOD1"
"KLHL35"
"ZC3H12C"
"NCAM1"
"GRIK4"
"KAT14"
"PLCH2"
"CCDC15"
"DSN1"
"CNBD2"
"CABLES2"
"TM7SF2"
"TLCD3B"
"HIRIP3"
"MMP3"
"PPIAP26"
"KIAA1328"
"DIXDC1"
"NKAPD1"
"IL18"
"UBC"
"SLC7A11"
"NGLY1"
"RAD9B"
"DLG5"
"CSNK1G3"
"MBIP"
"FHIP2A"
"ANO4"
"EDNRA"
"AKR1C2"
"INPP1"
"KCNJ1"
"BICD1"
"SERP2"
"KCNE4"
"CCDC74B"
"GPATCH11"
"TMEM178A"
"ARL14EP"
"ARK2N"
"POC5"
"FAM151B"
"ZNF773"
"GRIA4"
"DMP1"
"MBNL1"
"SLC16A12"
"PTPRK"
"GGPS1"
"RAD17"
"STK32B"
"JAKMIP1"
"RGPD3"
"PTPRR"
"CD96"
"ADGRF4"
"PTPRD"
"ZDHHC7"
"CMIP"
"SLC5A10"
"CLMB"
"OTULIN"
"ROBO4"
"ROBO3"
"GAL3ST2"
"NEIL2"
"SRSF12"
"CHODL"
"ADAMTS5"
"TSEN2"
"WNT7A"
"CCDC174"
"PPP4R1"
"APCDD1"
"KLF10"
"PIP4P2"
"AGPAT5"
"GOLGA7B"
"GPR78"
"C16orf87"
"HEATR3"
"TRIM74"
"CNOT8"
"MIER3"
"DEPTOR"
"FMN2"
"SLC26A2"
"SAXO1"
"RAET1L"
"SLA"
"RAB39B"
"WIF1"
"MMP16"
"BATF"
"BACH1"
"GRIK1-AS2"
"UQCRB"
"MTERF3"
"PTDSS1"
"RPL30"
"HK1"
"CD109"
"UBE2L6"
"NPTN"
"SAMD8"
"MS4A1"
"ATAD2"
"GALK2"
"LHFPL4"
"TATDN2"
"SHCBP1L"
"ATP2B2"
"SYN2"
"FZD1"
"DHRS1"
"KIT"
"RNF111"
"CCNB2"
"MYO1E"
"MX1"
"TAB3"
"ZNF618"
"DGKI"
"SNX22"
"ACAN"
"CABP1"
"TNFRSF14"
"SLC30A2"
"NLRP14"
"NCK1"
"RHPN1"
"XDH"
"WASF2"
"TENT5B"
"CLSTN2"
"RHBDL2"
"CNOT11"
"CD1C"
"CD1E"
"CPA5"
"DYNC1I1"
"TMED4"
"NBL1"
"MICOS10-NBL1"
"HTR6"
"PLA2G2F"
"NPM2"
"FGF17"
"CDA"
"ALG8"
"SYNJ1"
"DONSON"
"STC1"
"HOXB13"
"RCAN1"
"CBR1"
"MORC3"
"CHAF1B"
"CLDN14"
"SIM2"
"HLCS"
"PLA2G4D"
"CYB5R1"
"CELF3"
"RGL4"
"SPRR2G"
"PGLYRP3"
"LYPD5"
"TFF2"
"UBASH3A"
"CBS"
"LOC102724560"
"PDXK"
"PCNT"
"GPSM1"
"C19orf47"
"ST6GALNAC6"
"BRSK1"
"COX6B2"
"DEDD2"
"JAML"
"CD3G"
"CXCR5"
"IL6R"
"ANO10"
"ENTREP3"
"LMNA"
"CCR5"
"AZGP1"
"ORAI2"
"LRWD1"
"PRODHLP"
"GRIN2C"
"ZNF577"
"TMEM143"
"ALDH16A1"
"MPP3"
"NAGS"
"JOSD2"
"SHANK1"
"FAM171A2"
"PLCD3"
"RACGAP1"
"SYCE2"
"IP6K3"
"SSTR5"
"MEIOB"
"PAQR4"
"RPS6KA4"
"TPCN2"
"FGF19"
"BEND5"
"CIMAP2"
"CTRC"
"PDPN"
"SYNC"
"NHSL3"
"TMCO4"
"ALPL"
"SCNN1D"
"DIRAS3"
"EEIG2"
"HENMT1"
"GBP4"
"SLAMF6"
"OLFML2B"
"FCRLB"
"DENND2D"
"ACP6"
"KIF26B"
"TFB2M"
"PKDCC"
"OXER1"
"HAAO"
"B3GALNT2"
"IL20"
"FCMR"
"PIGR"
"FCAMR"
"RFTN2"
"MEMO1"
"KCNF1"
"ARL5A"
"FRZB"
"CCDC138"
"EN1"
"INHBB"
"MSX1"
"S100A11"
"LCE3D"
"SPRR2D"
"PGLYRP4"
"S100A12"
"TDRD10"
"FZD5"
"DCAF16"
"GPR155"
"CLDN1"
"DCST2"
"DCST1"
"IGFN1"
"ARPC2"
"TMEM79"
"NEK10"
"CIP2A"
"PRKCI"
"PYHIN1"
"ICOS"
"PPP4R2"
"SPICE1"
"PRICKLE2"
"ADAMTS9"
"TIPARP"
"RPP14"
"APBB2"
"PPBP"
"MTHFD2L"
"TOPBP1"
"TCF23"
"SLC4A1AP"
"PLB1"
"KLF15"
"CAMK2N2"
"HEYL"
"RFC4"
"RNF168"
"MELTF"
"S100P"
"ERMAP"
"ZNF589"
"BSN"
"MST1R"
"IL15"
"HHIP"
"ITGA2"
"ANKRD33B"
"F2RL1"
"ENPP6"
"PRIMPOL"
"ERAP1"
"LINC01600"
"CSF2"
"GDF9"
"DCBLD1"
"IL22RA2"
"RAET1E"
"KIF6"
"SLC29A4"
"SHH"
"SLC13A4"
"DLC1"
"SBSPON"
"CSMD3"
"OSGIN2"
"DEFB1"
"TMEM74"
"TMEM184A"
"MICALL2"
"GBX1"
"DCAF13"
"TP53INP1"
"GEM"
"DIRAS2"
"TMEM71"
"MAMDC2"
"C8orf34"
"TRPV6"
"PGAP4"
"SHOC1"
"PIGA"
"ZNF367"
"OTUD1"
"INTS6L"
"LRFN5"
"SPTSSA"
"TSHR"
"INPPL1"
"GJB2"
"CRYL1"
"PKNOX2"
"LRR1"
"DACT1"
"ZNF503"
"FAM204A"
"AK8"
"DIPK1B"
"STK32C"
"SLC39A2"
"RNASE7"
"SALL2"
"CYP2C19"
"SPMIP5"
"HSPA12A"
"UBTD1"
"E2F7"
"LARGE2"
"RAPSN"
"NELL1"
"SPRED1"
"GLB1L3"
"GPT2"
"AVPR1A"
"BRD7"
"GABRB3"
"SPIC"
"MYRFL"
"BORCS7"
"TMEM100"
"C11orf65"
"SERPINB7"
"ZMAT1"
"PRKCB"
"SLC38A8"
"CDH16"
"RRAD"
"BLCAP"
"SERPINB12"
"MMP10"
"ZCCHC18"
"B2M"
"CATSPER2"
"ZNF667-AS1"
"PCLAF"
"NAV2"
"TERF2IP"
"LOC105371348"
"MYO1A"
"NEMP1"
"PIP4K2C"
"COXFA4L3"
"EVA1C"
"TEF"
"MEI1"
"B4GALNT2"
"GNGT2"
"PIP5KL1"
"TMEM92"
"NOD2"
"SNX20"
"CD3D"
"TBC1D16"
"RRM1"
"LPO"
"CDT1"
"ZNF641"
"CORO6"
"RHEBL1"
"TUBA1A"
"TUBA1C"
"ZNF610"
"NCKAP5L"
"NFKBID"
"TMIGD2"
"CHAF1A"
"SLC33A2"
"GPT"
"TRPV3"
"KLK5"
"KLK6"
"KLK11"
"KLK13"
"KRT80"
"KRT1"
"RCOR2"
"EVPL"
"SRP68"
"TMC8"
"TK1"
"TMEM68"
"TOX-DT"
"SOST"
"CASKIN1"
"NLRC3"
"VWCE"
"SPINDOC"
"SLC22A11"
"MAJIN"
"PNOC"
"PAFAH1B2"
"KCNJ4"
"SACK1B"
"THAP9"
"DDIT4"
"PDHB"
"IRF2"
"BDKRB2"
"MLKL"
"RHOH"
"HR"
"RAB31"
"CCDC110"
"FEN1"
"CHRM1"
"STAT3"
"AXIN2"
"KCTD19"
"IL7R"
"SEMA4C"
"PPIP5K1"
"FSTL5"
"TMEM150A"
"SLC35G2"
"SPRY3"
"STXBP6"
"KLK7"
"AR"
"HSPBAP1"
"THBS3"
"EFNA1"
"CXCL11"
"HSPB3"
"MINAR1"
"SCN9A"
"COL22A1"
"SDC2"
"TM2D2"
"HTRA4"
"CRCT1"
"ZNF280A"
"CLIC3"
"BNC1"
"DFFB"
"PROKR1"
"LUZP1"
"LDB2"
"TAPT1"
"WNT10B"
"TM4SF1"
"OTUD7A"
"IFFO2"
"MYO7B"
"TMEM154"
"MYRIP"
"SERPINA9"
"GPR25"
"ZNF282"
"LGALS9B"
"FABP4"
"SETMAR"
"TCAF2"
"KRT78"
"SDR9C7"
"KRT86"
"KRT75"
"MZB1"
"KRT4"
"NUDT9"
"ELOVL6"
"TMC7"
"CDH2"
"IRX2"
"SIX2"
"COMMD5"
"SGCD"
"ARMC10"
"CAVIN4"
"TTLL6"
"CEL"
"CYTL1"
"GSTA4"
"OSCAR"
"TANC2"
"XKR6"
"FPR2"
"FPR1"
"KYAT1"
"ATP6V0E2"
"ZNF439"
"CANT1"
"ZDHHC16"
"CHD7"
"KRT9"
"KRT27"
"DLK2"
"LRRC8C"
"ECEL1"
"NMUR1"
"CLSTN1"
"PIK3CD"
"ENC1"
"GPR82"
"DEFB4A"
"DEFB4B"
"GATM"
"KNDC1"
"WDR87"
"ZNF570"
"RRM2"
"PRNP"
"MIR31HG"
"LGALS9C"
"LOC124907928"
"SCG2"
"CYP4F22"
"GAP43"
"CD8B"
"CXCR6"
"C5orf34"
"BSG"
"SPTLC3"
"STARD5"
"IL16"
"ARNT2"
"ZNF24"
"AFF1"
"CTSW"
"NIPAL4"
