"SYMBOL","CESC_LFC","HNSC_LFC"
"AGR3",1.397894038424,-1.07811741183382
"AGRN",0.456994574548608,-0.0126878835217255
"AGT",-2.35237138691612,-0.818524355212412
"AGTPBP1",-0.610193342859404,0.572892510060966
"AGTR1",-1.19308753523906,-1.28884539921263
"AGTRAP",0.908256181067407,-0.689040487258021
"AGXT",-0.258914043828602,1.39613591162234
"AHCTF1",-0.365580689780846,-0.187362582900981
"AHCY",-0.362958758259488,0.456099236840979
"AHCYL1",-0.148839891361882,0.0930093427920785
"AHCYL2",-0.190709129146522,0.0206424812197026
"AHDC1",0.787404107618855,0.406979368828415
"AHI1",-0.0714936812026122,0.357378034798203
"AHI1-DT",-0.770458636069348,0.386951075929551
"AHNAK",1.19220365600888,-0.516551120134687
"AHNAK2",3.04771951900093,-1.30128379406852
"AHR",0.388242990334066,-0.88259274417077
"AHRR",-1.46091461542951,0.639437275823708
"AHSA1",-0.372596635446411,-0.717757918312695
"AHSG",1.58089269145133,-0.865256807552951
"AICDA",1.80267049573632,1.44325248222251
"AIDA",-0.40910509451222,-0.138479208796572
"AIDAP2",-0.465390991758982,0.00560078729472614
"AIF1",1.05097555874931,0.130693998968657
"AIF1L",-0.281821710585766,-0.216421959320521
"AIFM1",-0.436973914762927,-0.260135990613785
"AIFM2",-0.507435829164534,-0.111130930906078
"AIFM3",0.671509996149384,-0.722944155648623
"AIG1",0.193562793395078,-0.450405566623005
"AIM2",3.026918289832,-0.368470011131087
"AIMP1",-0.148357395382786,-0.130805266308098
"AIMP2",-0.263677876186854,-0.426876892500773
"AIP",0.309978621266803,0.0582304003225974
"AIPL1",0.81200096742589,1.21936091252737
"AIRE",-1.68260485804893,1.36559871080186
"AIRIM",-0.297436748738205,0.0120868669181217
"AJAP1",-2.23128098601051,-1.69494299128894
"AJM1",0.1549828060384,2.01518179495943
"AJUBA",0.865455986778065,-0.615849912174302
"AK1",1.03384711431883,0.0169291990841201
"AK2",0.660091042573699,0.281661511862251
"AK2P1",0.104641808834845,0.205558555764598
"AK3",0.140126289467891,0.078982817012935
"AK3P3",-0.151588448732971,0.500863968089437
"AK4",0.130434385414542,-0.828530669441423
"AK5",0.436053239285389,-1.36962859928264
"AK6",-0.355249577590725,0.0698592283269464
"AK7",-0.175885431415566,0.114558624819474
"AK8",-2.00065282089364,1.65830574703909
"AK9",-0.1995477223891,0.740503362796851
"AKAP1",0.197738068579816,0.271895147652952
"AKAP1-DT",0.638027412543203,0.488747301500761
"AKAP10",0.184388537243611,-0.0151152843181001
"AKAP11",-0.21005870164887,-0.0177992023693103
"AKAP12",-0.395362613816415,-0.687052780567618
"AKAP13",0.909955038067926,-0.095028645816532
"AKAP14",-1.20297203632216,-0.286927939924306
"AKAP17A",0.102327565224427,0.413546488193277
"AKAP19",0.416698646096312,0.523927945465416
"AKAP3",-0.256445242164144,0.228206349724582
"AKAP5",0.456479226877314,1.00145626901341
"AKAP6",-0.577042930273808,-0.589439395761636
"AKAP7",-0.37046077783376,0.390831593834824
"AKAP8",-0.00208551259183417,0.161703650085068
"AKAP8L",-0.409010997429518,0.0767422437992776
"AKAP9",-0.116028928113832,0.0272114000674819
"AKIP1",0.354654063707256,-0.0175761017049935
"AKIRIN1",-0.328684629436793,-0.291140526035483
"AKIRIN2",-0.447605709443439,-0.33004663380149
"AKNA",0.265907030853115,0.934948338929038
"AKNAD1",-0.78385406747737,-1.89487388486701
"AKR1A1",0.176347190717319,0.3307486031461
"AKR1B1",0.278436109208919,-0.554027567562803
"AKR1B10",2.17787112415246,-2.38537283459421
"AKR1B15",0.263021668646619,-0.733089428510763
"AKR1C1",2.43493511684009,-2.73833411471118
"AKR1C2",3.41830614340522,-2.42721146429842
"AKR1C3",0.610119134153551,-3.03316517073385
"AKR1C4",0.167962184525245,-1.69831245974438
"AKR1C7P",1.7300911559987,-2.53506200306369
"AKR1D1",1.24615857346888,1.0803438253601
"AKR1E2",0.857913556241925,0.9681322088705
"AKR7A2",0.495177504127561,-0.0472009687492422
"AKR7A3",2.4439782752125,0.514068345534003
"AKR7L",0.767919194617036,0.874858519691296
"AKT1",0.0625420383595675,-0.470426670120167
"AKT1S1",0.109567764203314,-0.155438396159967
"AKT2",0.256186220346056,-0.0175319426211268
"AKT3",0.344351033857865,0.159155012112256
"AKTIP",0.0275187441829093,-0.253093642761339
"ALAD",0.0878834216016044,0.147182286150258
"ALAS1",-0.248783317308878,-0.147359304042234
"ALAS2",-0.116645690004374,-1.12443293131817
"ALB",-2.86135755913426,-0.049149405164674
"ALCAM",0.372509492947757,0.306640749307117
"ALDH16A1",0.72376621720046,0.374829411709361
"ALDH18A1",-1.01388299907401,-0.416003052041403
"ALDH1A1",0.0846146898739742,0.136667903514895
"ALDH1A2",-0.393965601785928,0.362970527806783
"ALDH1A3",1.39818665147102,-0.508263071372325
"ALDH1A3-AS1",1.04846146528146,-0.0151936149013571
"ALDH1B1",-0.482905015814319,0.204721165868094
"ALDH1L1",1.70127522557342,2.13665511484182
"ALDH1L1-AS2",0.947920149838748,2.83989441911738
"ALDH1L2",-0.607590079996141,-1.72509247271192
"ALDH2",-0.0517280883339369,0.447942554060837
"ALDH3A1",2.94648811352747,-1.08749260426937
"ALDH3A2",0.222626874509384,0.244233792251329
"ALDH3B1",1.08557889531835,-0.144132301119279
"ALDH3B2",1.0734441831369,-1.00351471462003
"ALDH4A1",1.45950697720265,-0.126465931570253
"ALDH5A1",0.17011288287569,0.646892859643199
"ALDH6A1",-0.714177291338714,0.77057707191377
"ALDH7A1",-0.689992580211567,-0.0279490851025451
"ALDH7A1P1",-1.63108519558502,0.509182959762656
"ALDH8A1",-1.17383787669152,-0.043985062252003
"ALDH9A1",-0.0102189229107694,0.152478932303272
"ALDOA",0.817844765337048,-0.343938706912921
