"EnsemblGeneID","WaldStatistic"
"ENSG00000107954",6.62689666514743
"ENSG00000104856",6.62681927172935
"ENSG00000215421",6.62383722313082
"ENSG00000136490",6.6215328473769
"ENSG00000113318",6.61973375952281
"ENSG00000277987",6.61051283338418
"ENSG00000287646",6.6100706760825
"ENSG00000119403",6.60937421300201
"ENSG00000113441",6.6064780717943
"ENSG00000198089",6.60295558273256
"ENSG00000245293",6.60272434400613
"ENSG00000175322",6.60253153786263
"ENSG00000131979",6.59712054446978
"ENSG00000145088",6.59522242553532
"ENSG00000111554",6.58310251728285
"ENSG00000050030",6.58183264384662
"ENSG00000163946",6.57539916313443
"ENSG00000135205",6.56884542823269
"ENSG00000187514",6.56037132212021
"ENSG00000178425",6.56004031366957
"ENSG00000164287",6.55976226430075
"ENSG00000183560",6.55907988578736
"ENSG00000141068",6.5569647819388
"ENSG00000188559",6.55687709142233
"ENSG00000123810",6.5522891075282
"ENSG00000174233",6.55176210789414
"ENSG00000103540",6.54785181249344
"ENSG00000272395",6.54552772183049
"ENSG00000104044",6.54535771450394
"ENSG00000182077",6.53059749207042
"ENSG00000107643",6.52642971247572
"ENSG00000177576",6.52478981991317
"ENSG00000280018",6.52449706793691
"ENSG00000162688",6.52447229490738
"ENSG00000170122",6.51838406614573
"ENSG00000108852",6.5137007777935
"ENSG00000100156",6.50864608839092
"ENSG00000150048",6.50755459027094
"ENSG00000267040",6.50732926880943
"ENSG00000122986",6.50725221692705
"ENSG00000244699",6.50163399574271
"ENSG00000247240",6.5000035647325
"ENSG00000157734",6.49787380820047
"ENSG00000083168",6.4902351289502
"ENSG00000063601",6.4885670888976
"ENSG00000272690",6.48640612684434
"ENSG00000149636",6.4847098184525
"ENSG00000111247",6.48166675626476
"ENSG00000213889",6.47880545658333
"ENSG00000111879",6.47479183579785
"ENSG00000115009",6.46793583917318
"ENSG00000148225",6.46713106288274
"ENSG00000196757",6.46495389734242
"ENSG00000090376",6.46467984219415
"ENSG00000237510",6.45732606359598
"ENSG00000161558",6.45682830656856
"ENSG00000256223",6.45626348692555
"ENSG00000177369",6.45568726712516
"ENSG00000205436",6.45170638520317
"ENSG00000235501",6.4448254220967
"ENSG00000189164",6.43951602298571
"ENSG00000102804",6.43884692116804
"ENSG00000139190",6.43790302182744
"ENSG00000171033",6.4361718857687
"ENSG00000183690",6.42830197860025
"ENSG00000042980",6.42389727091864
"ENSG00000180787",6.42349794644034
"ENSG00000111666",6.41876116422029
"ENSG00000080839",6.41677327688555
"ENSG00000171962",6.41455296754176
"ENSG00000137825",6.41225932369737
"ENSG00000101489",6.41024084797727
"ENSG00000135423",6.40857022387472
"ENSG00000077150",6.40146189316402
"ENSG00000183837",6.40062763895592
"ENSG00000162929",6.40003928892922
"ENSG00000163607",6.39395069546604
"ENSG00000170264",6.39353085187595
"ENSG00000236901",6.39331292333668
"ENSG00000188816",6.39085549862116
"ENSG00000160050",6.39054722257927
"ENSG00000246022",6.38721736926246
"ENSG00000164002",6.38593583457726
"ENSG00000174579",6.38575090454191
"ENSG00000187187",6.38440840993162
"ENSG00000138092",6.38418215894635
"ENSG00000133739",6.38298591145828
"ENSG00000163617",6.3822716670032
"ENSG00000205208",6.38054782601117
"ENSG00000112280",6.37755468991236
"ENSG00000185220",6.37415975022283
