"ID","aDC_xCell","Adipocytes_xCell","Astrocytes_xCell","B-cells_xCell","Basophils_xCell","CD4+_memory_T-cells_xCell","CD4+_naive_T-cells_xCell","CD4+_T-cells_xCell","CD4+_Tcm_xCell","CD4+_Tem_xCell","CD8+_naive_T-cells_xCell","CD8+_T-cells_xCell","CD8+_Tcm_xCell","CD8+_Tem_xCell","cDC_xCell","Chondrocytes_xCell","Class-switched_memory_B-cells_xCell","CLP_xCell","CMP_xCell","DC_xCell","Endothelial_cells_xCell","Eosinophils_xCell","Epithelial_cells_xCell","Erythrocytes_xCell","Fibroblasts_xCell","GMP_xCell","Hepatocytes_xCell","HSC_xCell","iDC_xCell","Keratinocytes_xCell","ly_Endothelial_cells_xCell","Macrophages_xCell","Macrophages_M1_xCell","Macrophages_M2_xCell","Mast_cells_xCell","Megakaryocytes_xCell","Melanocytes_xCell","Memory_B-cells_xCell","MEP_xCell","Mesangial_cells_xCell","Monocytes_xCell","MPP_xCell","MSC_xCell","mv_Endothelial_cells_xCell","Myocytes_xCell","naive_B-cells_xCell","Neurons_xCell","Neutrophils_xCell","NK_cells_xCell","NKT_xCell","Osteoblast_xCell","pDC_xCell","Pericytes_xCell","Plasma_cells_xCell","Platelets_xCell","Preadipocytes_xCell","pro_B-cells_xCell","Sebocytes_xCell","Skeletal_muscle_xCell","Smooth_muscle_xCell","Tgd_cells_xCell","Th1_cells_xCell","Th2_cells_xCell","Tregs_xCell","ImmuneScore_xCell","StromaScore_xCell","MicroenvironmentScore_xCell"
"TCGA-C5-A1BF-01B-11R-A13Y-07",1.95789852546701e-22,2.39052346093626e-22,1.0049471168976e-20,0,1.31445407195771e-06,0,3.42943952508793e-23,3.22413888502244e-23,1.17119617632936e-07,7.47953705311889e-07,1.32972086906252e-23,2.07080614171246e-23,3.68663095695521e-23,0,0,0,3.53301893955015e-24,0,0,0,0,0,4.03677442251368e-22,6.01620512633283e-24,2.02600529565606e-21,0,1.1101596406666e-21,0,1.20285560205742e-23,0,0,0,2.88947691351268e-22,0,0,0,7.69274035625741e-22,2.63537655226494e-24,6.63470268701732e-07,1.74918162235093e-22,0,3.49427276364972e-24,8.4308248636307e-21,1.75100082511287e-23,4.19775199603525e-22,0,0,6.08805239662413e-22,2.50059211047774e-22,0,1.61440586283077e-21,4.83991174344943e-24,0,3.11015996197368e-08,0,4.06128036347348e-21,0,0,1.11302528169198e-21,9.39934794721053e-05,0,0,0,0,6.07875933985024e-22,1.13252882087484e-21,1.74040475485987e-21
"TCGA-C5-A1MJ-01A-11R-A14Y-07",3.15730012415043e-22,6.31415777096501e-23,1.82243450506087e-22,1.78870805639109e-22,1.923867743209e-06,6.97244374874967e-23,0,0,8.25408200340055e-08,2.32581790210706e-06,1.56429903870447e-23,0,0,1.95367728962665e-22,4.21311633730681e-25,0,0,3.7678962483894e-23,0,3.22456437133007e-22,1.3978501852956e-22,2.73896596276273e-22,1.03575784131797e-22,0,8.72800648246038e-23,6.9411647644601e-22,1.56803701845154e-22,0,0,0,0,0,3.51539526131335e-22,4.42634708555671e-25,7.73480496940515e-24,2.56450234120009e-24,1.07636662385572e-21,2.86268681000671e-24,1.841192148507e-06,0,0,1.27437691123289e-22,7.39031293461829e-21,2.38289432021256e-22,3.8359081400024e-22,3.31101740963989e-26,0,5.1682757566993e-23,0,0,0,2.50978968527613e-23,5.28697062565491e-21,1.81861857751324e-09,1.40185273867726e-22,2.83543829105576e-21,2.51512048776846e-09,1.28553079847344e-23,0,7.94473844715072e-05,0,1.02167199283288e-22,5.24849608149505e-23,0,5.56427601056525e-22,1.45103330531907e-22,7.01530931588432e-22
"TCGA-C5-A1MN-01A-11R-A14Y-07",0,0,9.55644583240526e-22,0,2.45517057501071e-06,0,3.64205288691696e-23,0,1.16844966574756e-23,1.65260277481692e-06,0,0,0,0,0,3.27957994228056e-22,0,6.07188330971916e-23,3.36883501289015e-23,4.75881626160413e-22,0,0,4.67547019488557e-08,7.75306452715704e-24,0,0,2.50420204433649e-22,0,5.63084579769118e-23,5.20273141872913e-24,2.62412566468243e-23,0,1.07661676793907e-22,1.25775160328505e-24,4.67200878959036e-23,8.04970538199793e-24,0,0,1.2136027829586e-06,2.94889523247567e-22,0,8.28693911300864e-23,2.04864236241863e-06,1.79645302456653e-23,0,9.53457052124107e-25,0,1.17713783384181e-23,0,1.09738037043143e-06,0,0,0,1.50033247287046e-08,5.09714283782862e-22,2.98206032833086e-21,1.45977459793495e-22,1.09306956587816e-23,0,6.21600899570235e-05,1.55769383224455e-22,0,6.45724128255957e-23,7.29924001233397e-24,3.56248728263156e-22,0,3.56248728263156e-22
"TCGA-C5-A1MH-01A-11R-A14Y-07",5.26295251491371e-23,0,6.27103832393785e-23,5.28537494233427e-08,4.3950292633271e-06,5.70219812106137e-23,8.11335403848076e-22,0,5.54356170629188e-07,4.89329975784275e-06,9.645433242669e-24,2.15716875182568e-22,0,0,0,0,4.16799187586872e-07,0,0,5.42374019154578e-23,0,1.88178059424039e-22,0,4.98198126820389e-23,1.07065015074853e-21,8.64412536490843e-23,2.09757639514763e-22,1.18734579998799e-07,0,1.19736753606908e-23,0,0,0,0,6.41708645488274e-08,3.46318216240769e-24,4.01947012958764e-08,2.48646225406627e-23,9.06339978395112e-08,0,5.83633774140977e-23,0,1.37275051079594e-05,7.34294491691168e-23,1.17175598452892e-22,1.82339748296554e-23,0,0,0,6.59389200086889e-08,0,1.28772269629103e-23,0,2.56998136953816e-07,0,0,3.4294280849594e-24,0,0,9.76402999716645e-06,0,1.69039836129839e-23,0,0,7.80164093147804e-08,5.35325075374264e-22,7.80164093147809e-08
"TCGA-LP-A4AX-01A-12R-A24H-07",1.36973713993629e-22,7.08699375082378e-23,0,5.58867772381463e-08,3.68870467644855e-06,6.33285768879842e-23,0,0,9.45840967917829e-07,5.15886916914858e-06,0,3.86464219781563e-23,3.17635987012056e-22,1.32457299477078e-22,0,0,1.86215567494167e-07,1.15541819575595e-22,0,0,3.5365464084545e-22,0,0,4.39859113066203e-25,5.12865299564869e-22,1.74765320551024e-22,0,1.57458679499953e-23,0,0,2.12761980946953e-24,8.08237705908377e-24,0,4.9773318333136e-24,0,1.61923353437685e-23,0,2.51624569082489e-25,4.39659934371821e-07,0,0,0,3.35945012478564e-06,1.93366101747393e-22,4.11439523032573e-22,0,0,1.86198323848529e-22,4.40259215268417e-22,7.14498832385911e-07,0,0,2.94677894090096e-21,2.00058773367574e-07,0,1.2932102849056e-21,1.39154568607729e-23,3.73153597679843e-23,0,4.94222486597846e-05,0,0,0,0,3.7257851492098e-08,4.68694938959279e-22,3.72578514920985e-08
"TCGA-MY-A5BF-01A-11R-A26T-07",0,0,1.91979818909326e-21,0,3.77523456766063e-06,0,0,0,0,1.55403134575752e-06,0,2.55322433045487e-23,0,0,2.78213346465658e-26,0,1.40634641702439e-07,1.31359718776528e-22,0,0,0,0,0,1.03175369978275e-22,7.01583780138122e-22,0,3.54978383505447e-22,5.52970306189371e-23,0,0,0,0,1.73144637740586e-23,2.39181923894999e-24,0,6.98734813885525e-24,4.34482171901088e-22,1.91368587478883e-24,1.07114255797863e-06,2.67953799588528e-23,0,1.96570633541167e-23,0,2.81916251089237e-22,0,8.38990172198724e-25,0,0,3.36432653207041e-23,4.10484199447079e-23,4.06428608150418e-22,1.26463693896007e-23,3.96053282507595e-22,1.38234657778276e-08,0,2.77523881535305e-21,1.09681105316048e-09,6.76473082762841e-24,0,3.87579455643258e-05,8.78662116623063e-24,6.75786950378695e-22,0,2.50444205809928e-23,3.94503390835019e-23,3.50791890069061e-22,3.90242229152563e-22
"TCGA-JW-A5VI-01A-11R-A28H-07",9.26996760610197e-23,1.93786637298533e-23,0,7.00159814591649e-08,6.17097721544447e-07,0,2.14679835292177e-22,0,1.13595271516922e-06,3.71314324297938e-06,2.42602081749881e-23,3.85657426216493e-23,9.2767153645391e-24,0,3.83258755519488e-09,0,3.02376729252127e-07,0,0,0,0,0,4.8078122210417e-08,0,9.41352910373304e-22,0,0,7.6449328924296e-08,0,0,0,1.50219290020679e-23,1.45746421686776e-23,0,7.09142622990129e-25,0,6.59385408403589e-25,0,9.19044306507784e-07,2.50228145929295e-22,0,0,1.30047642080881e-05,0,0,0,0,4.94380070675841e-23,3.58982390725401e-22,8.15501153477413e-07,0,2.31335318314753e-24,1.85627021214382e-21,1.42823291019624e-07,1.82940824806072e-23,6.90242301845301e-22,1.64001065679524e-22,1.1580741579948e-23,4.57442512952727e-22,3.55255528586895e-05,0,2.49237226477563e-24,0,0,4.66773209727769e-08,4.80365787051578e-22,4.66773209727774e-08
"TCGA-EK-A2H1-01A-11R-A180-07",0,0,8.15823398986958e-21,3.57171309933971e-23,2.19270923786991e-06,0,2.14755062534809e-22,0,8.55904940188052e-23,3.14467740588204e-06,0,1.05434967070982e-22,5.96504007597476e-23,0,1.36370326782631e-24,0,4.04480370973138e-27,1.38401674504946e-22,4.04390334182526e-23,3.20709473522531e-23,0,2.26047138212178e-22,0,1.31188467519869e-23,5.87395553467711e-22,0,0,0,1.43955195990052e-23,5.95923717500721e-24,2.33626600162073e-22,9.21850662619689e-23,2.26255480543518e-22,5.430529216888e-25,0,3.6229456566215e-24,0,4.85938759186668e-24,2.29631037419686e-06,1.96156663662858e-22,0,2.6454568206255e-23,7.18183278654481e-22,5.55305806599442e-22,6.07280109284996e-22,6.99948843170493e-10,0,0,0,0,2.9317198742279e-22,0,0,4.61824175507005e-08,4.54657709527675e-22,3.52525197801471e-21,6.83881199219787e-09,0,1.49613592631422e-21,8.22564230462205e-05,1.6511699159095e-22,5.08018837112868e-23,0,4.55260521481901e-22,3.27636833260519e-22,2.93697776733855e-22,6.21334609994374e-22
"TCGA-HM-A4S6-01A-11R-A26T-07",1.75510577221653e-23,1.51391080194042e-22,2.29692291909928e-21,0,4.53141587359902e-06,1.27684254861926e-22,0,0,3.63193123426332e-07,5.16133776670789e-06,5.12055616154861e-23,0,2.72917854618314e-22,2.54551201659375e-22,0,0,2.20395005819762e-07,0,9.23394061243112e-23,0,2.78245452734091e-22,1.21860567972392e-22,0,1.1478975524435e-23,0,4.67273685724955e-22,0,0,0,0,2.96976779239917e-24,0,3.45294027685311e-23,0,4.44299017983871e-08,1.0263136220776e-23,0,0,1.00471545700724e-07,0,0,2.89101709393868e-22,1.64924143394965e-05,0,0,1.47643717866219e-23,0,0,1.45088920918202e-22,2.89439201361595e-07,2.37714120804568e-22,0,0,0,5.9637550304723e-23,2.01310002530709e-21,0,1.28937186036721e-24,1.53586909639364e-22,1.52264257205971e-05,0,3.41646038495436e-23,0,0,2.96199345322582e-08,2.14818266464067e-22,2.96199345322585e-08
"TCGA-EX-A69L-01A-11R-A32P-07",1.68196464961776e-22,0,0,1.37972074375937e-07,3.21542611589283e-06,2.09640258490981e-24,0,0,1.63983842236426e-08,5.73165599078807e-06,0,1.39658034409284e-22,0,0,2.78782802426985e-26,6.53983626934921e-23,4.16768370671829e-07,1.77508919046612e-23,1.12007217861119e-23,0,0,0,0,0,0,5.97299128554422e-22,0,1.43870538422049e-23,0,1.58627128171793e-24,8.96547410844875e-24,0,5.65280970429985e-23,2.75016225992376e-08,4.9238033499124e-24,0,1.66231280902618e-22,5.08468516196248e-24,1.13331525330905e-06,0,2.78900342523784e-23,0,3.49577700149055e-21,1.54960727746114e-22,1.07205261392753e-22,2.58454239884625e-23,0,1.17410633123293e-22,4.52053292155473e-22,0,0,4.67091328671767e-23,0,2.76865626116729e-07,3.52734605387139e-23,3.47900367564871e-22,3.03470065987128e-25,0,0,4.59618505878279e-05,0,0,3.5576192556781e-23,4.594589527064e-22,9.19813829172916e-08,0,9.19813829172916e-08
"TCGA-LP-A7HU-01A-11R-A33Z-07",0,0,0,0,5.75783065127168e-06,0,3.01444012406738e-23,1.45275722018291e-22,7.23732243487354e-07,1.94997246208332e-06,0,0,0,0,0,0,9.9535730475523e-09,3.5278269508262e-23,0,4.01761748565119e-23,3.6786246754385e-22,6.20278896416704e-22,1.22755622601381e-24,5.1041511525523e-23,0,0,1.29432583968623e-22,0,0,0,0,3.05753119342984e-23,0,1.47259894367336e-23,0,0,0,0,1.61741323421487e-06,2.54718765272051e-22,1.38369711333651e-21,0,2.0377219914252e-05,0,0,1.52547993474689e-09,0,7.83651879510491e-23,0,2.08269895688952e-07,3.6547002698708e-23,0,1.40226864990328e-21,6.82004600208167e-08,0,0,3.18085964759067e-09,0,0,2.24609719916934e-05,1.73725340865126e-24,2.36151966132401e-23,0,1.53335647156913e-22,1.53224560434224e-21,1.83931233771925e-22,1.71617683811417e-21
"TCGA-FU-A3TQ-01A-11R-A22U-07",5.89272422014689e-23,3.63691409774169e-23,0,5.30798901626501e-08,3.7311350286849e-06,4.75149093686042e-23,0,0,4.56874527226013e-25,2.84774742016042e-06,2.85661946658039e-23,1.5526876389038e-22,0,7.59069187506267e-22,0,0,4.24507235973218e-07,2.99443362511631e-23,0,3.00475791004212e-23,2.69272345934757e-22,3.03090919949681e-22,0,0,3.22546967270549e-22,0,0,2.79548595148278e-25,4.1793797206909e-24,1.92403737473763e-23,0,0,0,7.88295840731681e-24,7.95675639919964e-08,0,0,5.22533338716967e-25,6.13152462760152e-08,0,3.12700329522758e-22,0,6.70877880441428e-06,1.05994522378796e-22,0,0,8.11924624242954e-26,0,9.9810662496964e-22,3.9978690635037e-08,0,0,0,5.17239558340406e-26,3.60985180877323e-22,0,0,1.32612675775208e-23,4.28061309081579e-23,1.12646757638686e-05,0,2.84202062864848e-24,0,2.07871978784357e-22,8.84316361030989e-08,3.14094227091362e-22,8.84316361030992e-08
"TCGA-Q1-A5R3-01A-11R-A28H-07",0,4.87905406595364e-23,0,0,5.79568946979424e-06,1.59088242417943e-22,0,4.34669068724173e-22,1.36035093112265e-07,3.28155982096145e-06,0,6.51079230187976e-23,2.2146329306884e-22,1.77521409445217e-21,0,0,7.09080432229662e-24,0,0,2.50152151470746e-22,0,0,0,1.8972985709853e-22,0,0,1.0769721861818e-21,0,0,2.01401348816652e-23,1.12692511500454e-22,1.58303288362172e-24,0,0,0,0,4.9921367107499e-09,0,1.36243422291619e-06,1.91782818724706e-22,8.52511118815629e-23,2.82639523310902e-22,2.62398054581953e-05,9.06868005913152e-23,3.11443057778188e-23,0,0,6.31223820430345e-23,0,6.66653358207148e-08,8.08671555656719e-08,4.2559488222745e-23,1.56543364034941e-21,1.54969007686768e-07,0,0,4.56607699041474e-09,5.58706308952894e-24,2.28479206446409e-22,1.1318474458255e-05,2.22576763741403e-22,0,1.00730329611381e-22,0,5.99923780014624e-22,2.43952703297682e-23,6.24319050344392e-22
"TCGA-EK-A2IP-01A-11R-A180-07",4.08142546358343e-22,1.77545333801939e-22,0,0,1.19631548708421e-06,0,6.64516917388698e-23,0,4.31378113781859e-07,1.37295317880307e-06,0,1.60313160016696e-23,1.52012779933021e-22,2.67737516748888e-22,0,0,0,9.62724055724094e-24,7.20427361917826e-23,0,0,5.59161577838199e-22,9.79411094164186e-09,0,8.44179824611218e-22,2.726924434794e-22,0,0,0,0,0,0,0,0,0,4.94881437581043e-25,1.16898623548586e-22,0,3.96173905694212e-07,6.60089800956882e-22,6.23288079562655e-23,1.49657103522782e-24,1.17000799064648e-05,1.63811950378156e-22,0,1.47701561495151e-25,0,7.20107911752155e-24,6.64742677254434e-22,1.01535781526195e-06,0,0,2.64408883094371e-21,6.87257256639397e-10,1.90793443718095e-22,1.18913918072898e-21,0,0,0,2.72916942787901e-05,5.98207520414992e-23,0,2.12248895931519e-24,1.76495595156008e-22,8.7297697211206e-22,5.10862579206578e-22,1.38383955131864e-21
"TCGA-DR-A0ZM-01A-12R-A10U-07",1.17097227020279e-22,0,2.62042857676216e-21,5.75458542179253e-23,8.2889912264202e-06,5.43902865737311e-23,0,1.52704400839917e-21,8.36690573517522e-07,2.06280558674823e-06,0,0,0,1.10027891453733e-22,0,0,4.18227020915339e-09,0,4.38958840381764e-22,3.33701470666679e-23,0,0,2.20488101458545e-23,0,0,5.42442230837786e-22,0,5.85319340697091e-23,4.75739325335166e-23,1.20302948087313e-22,0,0,1.08082642889918e-22,2.83216599084114e-24,3.57096945806288e-08,6.54744143084829e-23,0,0,1.45437689565868e-07,0,9.38534491209218e-22,5.19211602154179e-23,7.76834713795768e-06,0,0,1.34283822345877e-08,0,1.02196274012125e-22,3.47854981147627e-22,1.58976214290941e-25,0,5.76930357640088e-23,0,8.64441825066037e-08,1.11421706872598e-22,1.62458662144645e-21,1.88379675987348e-08,0,7.76852230836001e-23,3.05453830939785e-05,1.44563239696032e-22,8.45573385634649e-23,0,3.32976681927043e-22,2.38064630537546e-08,0,2.38064630537546e-08
"TCGA-C5-A2M2-01A-21R-A18M-07",7.24956413564588e-24,3.26955061003277e-22,4.11410757968752e-22,5.5502282015479e-23,2.49897353792338e-06,2.90282390461226e-23,4.55669681157266e-23,2.37056132049791e-23,1.6916052748124e-07,2.02713531923803e-06,5.60378768027515e-23,0,0,1.32125645072462e-22,5.5843375704828e-24,0,1.93294722529217e-08,0,7.0733734611877e-23,3.0341578903832e-22,0,6.49724567763819e-23,0,9.96554369101315e-24,1.5781099187372e-21,0,0,0,0,6.80534188652843e-24,9.81537497665858e-23,0,0,0,0,5.52263568648441e-25,0,2.12491450764167e-24,6.39456614271129e-07,0,2.24255016402243e-22,0,6.69921468650862e-21,2.12890796876486e-22,4.0258296762405e-22,0,0,0,0,0,0,3.29929163867809e-23,0,1.42498070097686e-07,2.39364077800362e-22,8.37901112735373e-22,0,0,1.35659710802798e-21,6.80703361270017e-05,8.79648317509793e-23,0,7.73963266424184e-23,1.05889546388616e-22,4.47900771624935e-22,9.52532489870238e-22,1.40043326149517e-21
"TCGA-FU-A23K-01A-11R-A16R-07",1.96548729159157e-23,0,0,5.59333748122934e-23,6.14547258133756e-06,0,2.91928889881575e-22,0,6.10066354990406e-23,3.00877181061077e-06,0,9.68496818153937e-23,0,5.98456658845531e-22,2.67121116768518e-25,0,8.81935101551834e-08,5.00298285804475e-23,0,9.88092708464083e-23,3.31045150424814e-22,4.42729447271541e-22,5.90168016265655e-23,0,0,0,1.43803357450183e-21,0,6.28657921224207e-23,0,2.40360091604592e-23,0,9.14115282426164e-23,0,5.36761791223426e-24,0,0,7.71347236028486e-25,3.12080541028754e-06,3.20755098632141e-22,8.41348636542048e-22,0,1.92749185262103e-05,0,0,9.55094294220394e-25,0,0,7.75215025611249e-24,1.78271110756222e-07,1.23127806861413e-06,0,1.96283980720405e-21,2.58354781158322e-07,0,0,3.96703769314193e-09,4.79528507243918e-24,0,2.97612050760373e-05,1.91270496966065e-23,6.33149723614219e-23,9.59349753637793e-23,2.1239352103698e-22,1.03252678630402e-21,1.65522575212407e-22,1.19804936151643e-21
"TCGA-C5-A1BI-01B-11R-A13Y-07",0,0,1.87099785871742e-21,1.86598769796937e-08,4.94836144046019e-06,1.34933216336888e-23,5.80497494236863e-23,0,8.9654713761231e-07,5.46545320425688e-06,0,0,0,0,1.34420515882548e-23,0,3.3992353027715e-07,0,4.72933487525805e-23,0,0,1.22666216612466e-22,0,0,5.78051301470422e-22,0,0,2.7430093014614e-23,4.2001429791853e-21,0,0,4.93246145762647e-23,0,3.71233573707597e-28,5.83252522082653e-08,0,0,1.14084501653194e-23,3.44252119979567e-07,0,3.23775639434183e-22,0,0,1.43130987045435e-22,0,0,0,0,5.71336504459337e-22,2.45496499083234e-23,5.70850905962843e-22,3.94695600733909e-23,3.79784496419244e-21,2.08446401476578e-07,0,1.0605451033756e-21,1.66805680091266e-24,1.13772985011033e-23,0,4.50235048147052e-05,0,0,0,7.55464159037213e-23,5.13234194586401e-08,2.89025650735211e-22,5.13234194586404e-08
"TCGA-FU-A23L-01A-11R-A16R-07",0,8.20090600712489e-23,3.35586863204695e-21,9.83391392160228e-08,2.13322696331515e-06,0,0,9.08428521959477e-23,1.14491752818377e-06,3.72379472895799e-06,6.6723649852057e-24,0,0,2.4654426135609e-22,1.85051954149536e-23,3.65395051903964e-23,1.94255491671975e-07,0,0,5.55700179021505e-23,0,1.40012311442793e-22,0,3.26336752990328e-23,0,2.96427056911505e-22,0,4.62937499636516e-09,0,6.37895276770425e-26,0,0,9.826672158469e-23,3.21378495196189e-25,0,0,0,2.29732866793705e-24,1.52544629942851e-07,3.623969730675e-22,1.12756531041947e-23,0,6.47549098791295e-22,2.02901996399634e-22,3.77594868821632e-22,2.5776025672805e-24,0,5.14994748629276e-23,2.89203933545127e-22,2.07581385205238e-22,1.00068480264697e-21,7.99980642764916e-24,0,1.07708270368614e-07,7.94530817525102e-23,6.29430083651741e-22,0,1.68061447200708e-25,1.30243624981915e-21,3.58224965175969e-05,5.04661711263429e-23,2.37738486452215e-23,0,2.18923487600465e-23,6.55594261440156e-08,4.10045300356244e-23,6.55594261440157e-08
"TCGA-C5-A1MI-01A-11R-A14Y-07",0,0,6.21137411452702e-21,4.94799157825869e-09,2.73786088894179e-06,1.35269692459352e-22,3.35756726871409e-22,1.28257002312347e-22,9.27223985704048e-07,3.99177514171642e-06,5.44488475575413e-23,0,0,2.84347347221961e-23,0,0,3.5827054282503e-07,0,4.67980935464789e-23,1.65616596934099e-22,1.15820593994364e-22,1.65935470112556e-22,2.69412670908255e-22,0,0,4.20591773262409e-23,1.51816950478364e-22,9.56336348197446e-24,0,8.49366227591408e-24,0,0,1.27641533042488e-22,9.72602350007752e-24,0,3.07679753859609e-26,0,0,7.52478964184045e-07,0,0,0,1.71693147115305e-21,2.19346165861869e-22,4.86527769412692e-22,1.63969006892402e-25,5.1687747664622e-27,0,0,3.84986822304958e-22,0,0,0,6.67944189518968e-08,0,1.03484926765634e-21,0,0,0,5.98760460555614e-05,0,0,8.12685127811409e-23,2.55564633975978e-22,3.29866105217277e-09,5.79102969971822e-23,3.29866105217283e-09
"TCGA-EA-A3HU-01A-11R-A213-07",1.81433139146373e-22,2.74614756944198e-22,0,8.91904991012967e-23,7.77675526096073e-06,0,0,1.49274597266731e-23,2.19956866123018e-08,4.04682469440817e-06,4.32279028024726e-23,0,6.29358935691882e-22,7.76904937600643e-22,3.30525120034231e-24,0,1.99555493188075e-07,3.51067658529342e-22,2.43662212946797e-22,6.44427904288986e-24,0,0,0,3.72291181030434e-23,1.20400769745771e-21,9.58865423021114e-22,0,6.42632975016512e-23,0,3.9023008674091e-23,0,0,0,4.37973477018937e-19,0,0,0,0,0,0,0,0,0,1.72245400357848e-22,1.31726491952601e-23,0,0,3.1921515079625e-23,8.51946989397163e-22,3.3473107789005e-22,0,9.83313434293359e-23,1.66923736198559e-21,2.58960694588153e-07,3.58098926849866e-22,1.60790310171678e-21,0,3.98462029885567e-23,0,4.590942936082e-05,3.90508190033127e-22,0,0,7.17991523652112e-24,6.62953828231765e-22,7.39311227200956e-22,1.40226505543272e-21
"TCGA-EK-A2RC-01A-11R-A18M-07",2.96905275710729e-22,5.11613994795826e-23,0,0,3.51439791789702e-06,7.36730930076064e-23,6.4743154248841e-23,1.71757165344679e-22,1.13636741333937e-22,4.93836053249845e-06,0,0,7.90384406831246e-23,0,0,0,2.93277111287218e-07,6.55504722792419e-23,2.38151587568668e-22,1.65344352339331e-22,0,0,5.67025290679243e-23,0,0,9.73716022024907e-22,0,2.81499588793492e-22,0,0,0,6.83608165026927e-23,1.20277330567131e-22,0,0,0,0,2.69213647518278e-23,1.04102536363741e-06,0,0,1.85730216874831e-22,0,8.56044393261127e-23,2.38326153829203e-22,2.38102198000555e-23,0,0,0,0,1.39369503140492e-22,0,2.78770088622695e-21,8.12298921216415e-08,0,1.67331699630666e-21,7.68994671061737e-25,0,7.99486468715906e-22,6.25647452763026e-05,1.12871482146565e-22,1.07724496949455e-22,0,0,2.70308222791135e-22,2.55806997397913e-23,2.95888922530927e-22
"TCGA-EK-A2RK-01A-11R-A18M-07",1.04482481098828e-22,4.61206465307532e-23,3.98987149579156e-21,0,4.88671460777145e-06,7.91267288248942e-23,0,2.61092884249337e-22,6.69627358084165e-07,5.14629213080583e-07,2.31914266304756e-22,1.45551234275442e-22,0,0,1.96256133438266e-23,0,0,3.91473975034613e-25,4.71243626545985e-22,1.03482671282183e-23,1.2764356082262e-22,0,0,2.50969449772618e-22,0,6.76158343545749e-23,7.50703570915051e-22,2.10048429785637e-08,0,0,4.36707337130647e-23,0,0,1.04050499760115e-23,1.29164856815064e-24,9.35445551584194e-24,1.4198474108795e-23,3.81272522120297e-24,2.82040167194173e-06,0,4.29187128565259e-22,1.38581376249727e-23,8.88957512000629e-06,1.60651518966626e-22,1.05352290699918e-22,4.15026630403646e-26,0,0,7.45456078654886e-23,5.61631398689758e-07,0,0,0,2.43717430131776e-09,0,1.77248952339561e-21,0,0,0,3.57008517939885e-05,3.72691101883139e-24,0,4.46113389017996e-24,6.33210572745217e-23,6.14677847101264e-22,8.68821036766868e-23,7.0155995077795e-22
"TCGA-C5-A1MK-01A-11R-A14Y-07",0,0,0,4.24532377384514e-25,2.25389127408449e-06,2.4761162822444e-23,0,1.07653839193156e-22,1.63547618134763e-23,1.93225855642088e-06,0,0,0,5.40625404963704e-22,0,0,1.5550912404533e-07,8.51069135922212e-24,0,0,0,0,3.62421201024606e-08,0,0,0,0,0,0,0,4.19713093613121e-23,0,0,0,0,9.52575801954976e-26,0,0,2.3567986047636e-07,8.43190989072577e-22,1.20072491630361e-22,1.21651197363307e-22,3.61295437131539e-06,1.39031217163967e-22,0,1.63504845549292e-23,0,5.69539774388191e-23,0,1.04265959791895e-06,3.12990315620826e-22,0,1.86598193752447e-21,0,2.18996443796096e-22,2.23279468980219e-22,0,4.38231732440448e-23,5.82794682927285e-22,6.9479635662837e-05,0,0,0,5.03898576769188e-23,1.90069893759814e-22,0,1.90069893759814e-22
"TCGA-IR-A3LK-01A-12R-A213-07",0,0,4.65052826464402e-22,0,2.20872545971842e-06,4.99613627648631e-23,4.43936546847429e-23,0,6.56881429115311e-07,2.82940492700283e-06,2.91412166064852e-23,0,0,2.41968087731394e-22,8.46277186832353e-24,1.06411785916247e-22,1.97170078583504e-07,0,1.33420270135963e-23,0,9.15266097806814e-23,0,2.56049361198348e-08,0,0,2.8880803675966e-22,1.30213880163509e-22,0,1.71697635436628e-24,0,0,2.16195935518503e-24,4.26261090166455e-23,4.17699061874218e-27,1.69211634349208e-08,2.12389703519461e-23,0,2.01793952591199e-23,1.76080131708185e-06,2.94018744422916e-22,8.17543210923488e-23,8.60420502715593e-23,4.54872939118334e-06,7.09940971779689e-23,0,0,0,7.14376619799458e-23,0,4.75964317937764e-07,2.007250304084e-07,0,0,9.11055033646851e-08,0,1.28127801297034e-21,2.01335667954105e-23,1.00877879318331e-23,3.88961093470262e-22,2.30194076947464e-05,0,0,2.58705195968994e-23,0,1.12807756232807e-08,4.57633048903407e-23,1.12807756232807e-08
"TCGA-Q1-A73S-01A-11R-A33Z-07",0,5.55608894820378e-23,6.15989842776702e-21,1.57511860755337e-23,4.30939299685758e-07,0,0,0,1.52850736111907e-22,1.80621060405948e-06,0,1.57968593301288e-22,4.33199078556668e-23,8.68541792982798e-23,4.42934497853209e-25,1.71744627353415e-22,3.55255170530791e-26,0,3.64839115726458e-24,9.85283363758678e-23,0,0,1.41037022973846e-07,7.80464835035232e-23,0,0,3.5903473711225e-23,0,0,4.30342059776155e-24,2.1279293058496e-23,0,0,7.16442183804626e-24,0,0,0,0,2.45145163294982e-06,5.27064859888882e-22,4.28281337851404e-22,3.07418471898536e-22,3.83733574275213e-06,3.24251058735872e-22,0,4.77246544483682e-25,0,0,1.47880720070125e-22,1.26989628274948e-06,2.34589681330011e-06,0,0,1.40792991889831e-08,0,5.44324734215792e-22,0,0,3.29715126310802e-22,6.24661917468454e-05,1.55707772996942e-22,1.1754669667942e-23,0,0,5.65606782449479e-22,2.77804447410189e-23,5.93387227190498e-22
