"Gene","log2FC","pvalue","padj","baseMean"
"AC044893.1",0.678693410924121,0.346927609174888,0.466460961382501,1.76384494581162
"FSD2",0.371331772122915,0.346999605269369,0.466527998205769,13.5817201849646
"LINC02721",-0.357775701989288,0.347023500513408,0.466527998205769,2.89589663461383
"AF131215.7",0.329400489934121,0.347024288776437,0.466527998205769,12.1711676126062
"ALDH1B1",0.177817592345188,0.347064775454973,0.466561443960247,1722.66674763255
"SDR16C5",0.24548751899751,0.347101600881928,0.466589965083537,2986.06253716174
"LINC01956",0.423128153082394,0.347199134586527,0.466700086836067,11.0198385018394
"HOXD12",0.315464014809446,0.347333834513833,0.466860154741108,11.7187796370413
"BBS9",0.0894523615590427,0.347362196456707,0.466877283115283,611.6342474964
"FAM160A2",0.0710749625431854,0.347420461467114,0.466934599801042,1546.16389146416
"AC068228.3",-0.287688187354386,0.347646035028842,0.467216764638169,2.41704296113294
"CHD4",-0.110952660485861,0.347727665295171,0.467298506660433,1520.39831897899
"SSBP3",0.110318077076377,0.347738123315759,0.467298506660433,3816.33651246341
"KLHL20",0.0703126848001182,0.347781664770563,0.467326640485184,1056.86644810249
"UGGT1",-0.0763800676081108,0.347805960486883,0.467326640485184,7051.2487619498
"DRAM2",0.0883128091461218,0.347801746061389,0.467326640485184,1588.63095057994
"SELP",0.326885765875627,0.34810337834421,0.467705240267221,397.490291676748
"INSL6",0.311210593178459,0.348142692695295,0.467737038520732,4.38244783106292
"PCDHB18P",-0.209510413043026,0.348206183894263,0.467780290727037,14.8037372435016
"CEP57",0.0946924244214579,0.348196636224799,0.467780290727037,1241.43840902855
"AP005131.2",0.296036593424503,0.348224549782709,0.467783940414558,2.48817888547378
"AC006557.6",0.314193150255124,0.348246051799783,0.467791802471537,8.06354543560055
"MRPL24",-0.101618093701712,0.348315674656911,0.467843277773282,2539.2279460105
"ZNF597",-0.131270237507213,0.348300326916988,0.467843277773282,300.497386111675
"AC010378.1",-0.449379103330626,0.348490499629375,0.468057063934278,99.1201340369999
"CFAP74",0.326065191816888,0.34852350164399,0.468080357242312,27.7796390050831
"KLF8",-0.229246940990805,0.348587712481054,0.468145561213211,746.954776004339
"FAM122A",-0.0832863128249641,0.34865617424189,0.468195433981966,1238.84327241752
"HMGB1P6",0.103422530735026,0.348653657561007,0.468195433981966,671.43259747627
"SMAP2",0.100250518435505,0.348703442198567,0.468237873150333,2825.33594551321
"ANKS1A",-0.0994177075602026,0.348783924867449,0.468324907112469,3782.89729395972
"AL512652.1",0.279820247121774,0.348837895688822,0.468376336429513,2.37852305057565
"CDK17",-0.0754857322155845,0.348917118849427,0.46846166531832,1765.03960341341
"RPL4P4",0.172561958037609,0.348957616194165,0.468494994982078,176.497174302942
"FHAD1",-0.281891420283847,0.348974027905875,0.468495986803307,174.359722313163
"DUX4L34",-0.482977612229485,0.349163298814286,0.468729030770047,1.4191198763153
"POLR2B",0.0784336357023644,0.349316361456459,0.468913448745126,5372.81757781284
"PUDPP2",-0.415249599510263,0.349342466422779,0.468927433037393,5.47344702546528
"CD2AP",-0.0933854037886859,0.34950511345285,0.46912469022598,3851.65304319873
"LINC01545",-0.259928318445531,0.349546332816053,0.469158950228434,3.2626836063508
"TSPAN3",-0.0941110730897047,0.349656782639946,0.469285009784972,7193.66459684818
"BDH1",-0.176300259361375,0.349671652045386,0.469285009784972,2654.41534084985
"ZNF844",0.225247976562771,0.349723038408008,0.46933290222197,100.753642464374
"NDE1",0.0967075599464347,0.349783543937621,0.469393027851106,3655.01709466189
"AC009562.1",-0.560647986077717,0.349830423798821,0.469434863898113,0.970147021136727
"LINC01805",-0.359485108239112,0.349885567705227,0.469487785152608,11.6213722085479
"NOTO",0.474898437940287,0.349953428975245,0.469557765460455,1.86202772497512
"SUPT16HP1",0.139685763890993,0.350118564798567,0.469758253914393,18.1320639757847
"SDSL",-0.164528368713706,0.350304454486229,0.469986568828652,349.289586158976
"AC009961.1",0.151465536656107,0.350367707048929,0.470050334325506,25.3472295140329
"KCNJ6",-0.31118766412455,0.350393090587491,0.470063291618403,17.9974662353233
"MKLN1",-0.0819743666029305,0.350443689774485,0.470110073811377,2090.14667759905
"MAN2B2",-0.110482115031474,0.35047771388364,0.470134617815911,3435.26980956391
"STK24-AS1",-0.187003558361304,0.35059012530116,0.470264304487426,12.400232879209
"HOMER2P1",-0.710225580151721,0.350625734639145,0.470269864038827,1.00804941062863
"LINC01230",0.42142019942402,0.350617381314543,0.470269864038827,1.59273404176718
"AC083805.2",0.25565239613911,0.350694024524681,0.470340352705123,1.98789048168044
"HOXB-AS2",0.398509733021093,0.350750333493463,0.470394767319602,4.42425182382092
"AGMAT",0.175106659066992,0.350884490046126,0.470448045591334,175.336476829075
"UBN1",-0.0813598034648974,0.350856446404063,0.470448045591334,5669.95641081371
"CCNJL",0.248846265207836,0.350842592229224,0.470448045591334,696.588271626385
"EPHA5",-0.463394325026886,0.350878433129389,0.470448045591334,4.23719370827825
"HPGD",0.318942933326495,0.350883442579469,0.470448045591334,683.229999756684
"IGHV3-22",0.532723134170884,0.35087288733105,0.470448045591334,7.01135117509391
"AL161725.1",0.213172206690171,0.350952382586494,0.47051796825778,10.7356345600124
"SNORA2A",0.25867850323694,0.350997264122222,0.470557035437119,2.08271034158341
"AC005165.1",0.414773738025607,0.351023605541909,0.470571244813828,10.5457437996026
"SRPK1",-0.0964270216446552,0.351096287278194,0.470626467234071,2432.67392147358
"C1QTNF7",-0.29198573285364,0.351096091630654,0.470626467234071,30.0880850630139
"NAALADL1",0.166199489586797,0.35119480658877,0.470737417988051,117.349938222944
"MLLT10",0.0835046066746983,0.351336478649425,0.470906197640957,1479.12558968228
"CFLAR",0.10457143295086,0.351534069999768,0.471149909000272,5000.00794929362
"SLC38A1",-0.112860496478085,0.351600322746106,0.471193961247944,12333.1702153661
"GRM4",-0.333950080135164,0.351646443613786,0.471193961247944,65.1722123268211
"GPR89B",0.109099148597804,0.35166151751239,0.471193961247944,96.6922118492882
"TPMTP1",-0.248527395066707,0.351659232592226,0.471193961247944,5.01869225359655
"IGHV3OR16-9",0.470689775653854,0.351661381937722,0.471193961247944,23.6203851049774
"AL160408.6",-0.370706921895909,0.351595538379839,0.471193961247944,4.36478397544976
"ASPG",-0.302275002605658,0.351714696196587,0.471244092277381,502.225342683365
"AL049836.1",0.320174658621024,0.351998412581358,0.471603090353724,4.73586625209292
"WRNIP1",-0.0864398884757698,0.352106269436009,0.471726452401451,3845.43797227219
"SGPL1",-0.0708163756694509,0.352511608725212,0.472248330928787,7367.96545562176
"NMT1",-0.0592101633212924,0.352578482040787,0.472316751150094,8664.08531958489
"VWA7",-0.197513107358765,0.35266588437061,0.47241266482663,143.335255095258
"CBX3P4",0.342135108885615,0.352691317548356,0.472425563011088,1.69575037042332
"AP000866.2",0.197744502662432,0.352714473879628,0.472435410369219,10.116979407489
"EPHA3",-0.304293829381788,0.3527602805999,0.472475594035855,359.095000745926
"AP000442.1",0.115266007420295,0.352785511827365,0.472488217193583,24.370106775954
"ZNF639",0.113686688464219,0.352817293933602,0.47248844362991,2223.67464178685
"CLEC19A",-0.380887498822244,0.352805513368412,0.47248844362991,2.1797828391244
"DHX58",-0.14664233246344,0.352862496420374,0.472527808574402,1093.5198115619
"UBR2",-0.091129956198083,0.35290323078807,0.472561186879765,3704.23761028051
"AC125807.2",0.153054515585474,0.352919951488406,0.472562407717767,439.174585266595
"APOL5",0.345379386749733,0.352942758969259,0.472571778325155,1.73410655212267
"AL136171.2",0.327231764637325,0.352960282079114,0.472574072915384,1.92982276914602
"PUM1",0.0575925274549422,0.353065252381075,0.472668120686668,6844.02987201375
"ACOX1",-0.0922872050816836,0.353047277211849,0.472668120686668,3739.22442116014
"NDUFAF2P1",-0.140139069083414,0.353077962893504,0.472668120686668,17.607132312432
"AL022238.2",0.247893029450542,0.353181694884487,0.472785813859699,3.0715112070672
"HS2ST1",0.0801462397333473,0.353289225861935,0.472887405492789,1730.27581323588
"ARMCX4",0.167475356286378,0.35327994109473,0.472887405492789,290.566309306288
"RASL11A",-0.25186063266885,0.353371379518004,0.472976191132054,281.183548474899
"SMIM24",0.310196431142917,0.353451941455452,0.473008671343845,18.2437363630112
"AC004771.4",0.26025726731774,0.353438725691699,0.473008671343845,2.42075643581908
"AP001793.1",0.225348153716129,0.353457653411281,0.473008671343845,3.90624401583623
"AC025594.2",0.182209222849197,0.35345894191782,0.473008671343845,7.22950478684874
"HECTD1",-0.0943704883245818,0.353650355927446,0.473222455767188,8950.31200762285
"LLPH-DT",0.237473842189342,0.353639635164679,0.473222455767188,16.3912472598631
"STARD8",-0.175872602522401,0.353761297655352,0.473349718420491,340.332671305186
"MIR3685",0.226723000854082,0.353816947251792,0.473402989447678,4.92834164055678
"HDAC7",-0.075861180463594,0.353869881218252,0.473452622387252,4023.00455228264
"Z99716.2",0.281606675249722,0.353893534662618,0.473463077390457,4.7431080189702
"FAAH",0.168242775230187,0.353919476187391,0.473467122371399,554.542033322305
"OR51B2",-1.13610760706679,0.353928236631504,0.473467122371399,0.626702140081553
"SRGAP2B",0.115571379500232,0.353996092004883,0.473536703759508,119.942834839253
"FMO2",0.379307132180454,0.354060120669572,0.473601160202929,790.231999028337
"RN7SL566P",-0.272028612543206,0.354106535359918,0.473642050965575,2.11047681821769
"FRG1CP",0.183680238051258,0.354359378955531,0.473959038692502,361.60293130833
"NOXRED1",0.152989944650487,0.354395981689732,0.473986786786106,16.0108057595072
"AC090515.2",0.17832503793798,0.354574716887866,0.474204618907972,18.8968235229267
"CATSPERD",0.445244637609478,0.354638622435435,0.474268866403008,3.81951480912891
"LRTM1",-0.453786223912875,0.354665744585268,0.474283918809235,2.12869295724821
"PRRT1",-0.169145263257669,0.354737317924947,0.474358410459538,52.7210425029854
"SNX16",0.115228013748646,0.354841948574063,0.474477098044102,714.595245697775
"AC093928.1",0.396718300522258,0.35494852321955,0.474598374310198,7.93759864705947
"VN1R96P",-0.801674419814858,0.35506340264602,0.474730743476084,1.01055650231026
"ZNF66",0.286791609241319,0.355202558454507,0.474874318051886,35.4245720471983
"SAFB",0.0631511856198689,0.35519936569927,0.474874318051886,6268.85754957762
"MFAP4",-0.288424257167902,0.355260198612395,0.474930136713851,1569.35414933442
"ALOX5",0.208080350227176,0.355474240851285,0.475195027392631,816.713799896828
"IGKV2-29",-0.566503481473495,0.355525274193222,0.475241995178597,65.1472981582115
"TATDN2P2",-0.159623557747325,0.355573102692702,0.475284674940314,75.5259757683916
"TNFAIP8L3",-0.188620238392451,0.355596936437332,0.47529527919803,468.697239432712
"AC135050.5",0.174214009697215,0.355738572636231,0.475463331689792,12.1217407621129
"AC243960.2",0.181026439648089,0.355831019382769,0.475565627800668,9.38128836625586
"FKTN",0.0914342734126493,0.355957864874598,0.475713886387602,1209.31983931237
"PDCD5P1",0.289536429157352,0.356179501304836,0.47598880780598,2.88640677864385
"AC012213.4",0.380189687973215,0.356200965922026,0.475996212317994,8.51505833206521
"RNF13",-0.0844795779464162,0.356303464607062,0.476111898258127,3376.03970144548
"SH3GLB2",0.119909941865914,0.356420143766638,0.47623530696792,3673.06361173268
"ACTRT3",0.149820298869367,0.356427682573475,0.47623530696792,163.821147177821
"RPL12P33",0.2957567020812,0.356632419069892,0.47648756406549,3.18726109077748
"MYL2",0.603242563099259,0.356675821842113,0.476524254335588,2562.84321907766
"MGRN1",-0.0737393069300125,0.356746332022969,0.476597155612541,3108.0561922251
"HTR1B",-0.258916328876064,0.356795672801644,0.476641770262189,17.7997716192761
"IRS2",0.19885795816835,0.356839937723024,0.476679600411879,1507.55208826862
"TMEM245",-0.0908036407187019,0.35687306222898,0.476702546078678,4274.24773521596
"MOB2",-0.0904327022641099,0.356979882494643,0.476823926338526,1937.8112595046
"Y_RNA",-0.510365321097192,0.357100424383343,0.476963623130782,1.39511488522346
"AC244394.1",-0.303620370006635,0.357125365425029,0.476975623219917,1.85321670275577
"AC005562.1",-0.153902554881504,0.357329310152369,0.477226688368984,8.88601131913867
"EPPK1",0.241073745637777,0.357348403003725,0.477230865504505,6600.37254481437
"AC233699.1",0.232754457671243,0.357480679047361,0.477386189156707,2.91646949874687
"MTSS2",-0.11008250998434,0.357541615011334,0.477446234349734,974.774966684095
"KRT84",-0.425823768599188,0.357595596925525,0.477475659235172,68.2049383871094
"SNORD69",0.311253961276311,0.357595518953749,0.477475659235172,1.37614682411462
"MAGED1",-0.15840087472164,0.357653366885619,0.477512948111057,8848.85662146019
"PCDHGC4",-0.240813567394398,0.357655472877641,0.477512948111057,12.5051786653849
"SYT4",0.495196579426842,0.35767712115728,0.477520522806316,1.36672424559287
"PTGFR",-0.292924507768332,0.357754193918336,0.477602088544813,143.210062042086
"ARFGEF2",0.0964440321020661,0.357808871382151,0.477611091513587,4426.38173352467
"DCAF8",0.0836370515592427,0.357777695979478,0.477611091513587,1093.64383611045
"HCG22",-0.380017828502562,0.357800287072646,0.477611091513587,23.3200201648491
"HCG25",0.157226707160518,0.357861104973995,0.47765948425464,18.8698030319375
"SMOC1",-0.376637723334758,0.357989519909564,0.477809552113623,493.793572300661
"AC016026.2",0.219895703028883,0.358128700717806,0.477973975168846,5.69329665595933
"MAPK8IP1",-0.205401074215871,0.358178956938029,0.477998365140924,295.577458456463
"NDUFS2",-0.0686987239113226,0.358171967370991,0.477998365140924,5238.81186712125
"ORC2",0.0919892082915817,0.358423639048515,0.478276229556019,1298.38364254424
"CAPNS2",-0.280861306664459,0.358435169761606,0.478276229556019,1316.37334853535
"AC024560.4",0.242631591942902,0.358412540157275,0.478276229556019,17.0066848423423
"CYTH4",0.201559345577064,0.358471136714365,0.478302870984502,917.483201632016
"CACNG7",0.390409135828547,0.358684177707317,0.478565766828563,2.42456923460712
"SLC22A18",-0.158928348038445,0.358845256244744,0.47873794517843,862.521668762318
"TNK2-AS1",-0.169831644031382,0.358834415113688,0.47873794517843,15.9873236807193
"ARMC7",-0.0887094078435631,0.359018060279995,0.478894934785787,908.837293872152
"PEX19",0.0638175483703118,0.359005222297374,0.478894934785787,2070.40440874426
"RPL5P9",0.207278523131605,0.359006002106334,0.478894934785787,5.5562767374138
"AL135878.1",-0.863261750519501,0.359027013533704,0.478894934785787,1.21250152919705
"PDE1B",-0.177942183119882,0.359132982884005,0.479014908945102,85.8893978989876
"AL592114.2",0.765772161207821,0.359207446448746,0.479092851563712,0.714346330712284
"HTT",-0.099051239249731,0.359243695139324,0.479119820421393,7491.57452191868
"AC020978.4",0.183365330879825,0.359269888839803,0.479133377228491,20.0729749022148
"P2RY11",0.151483738289575,0.359419082568469,0.479310962129675,113.069589569397
"AC016027.3",0.576759676791858,0.359630807204451,0.479571916887734,0.714973159612372
"RBM12",0.0589424109295803,0.359674380617136,0.479608626730046,4510.39670170475
"MYOD1",0.586544739029391,0.359738147926706,0.479672259694223,35.7336777157333
"LHX3",-0.478258433027925,0.360050251919184,0.480067002558913,15.953390377035
"STXBP4",0.0845412421332428,0.360077131652907,0.480081428160959,481.691817636216
"C8B",-0.613463957249095,0.360139036882169,0.480121135067425,1.91908465725083
"AC007952.4",0.350840978295825,0.360130108030804,0.480121135067425,1.57002494720806
"AL590681.1",-1.27204002074733,0.360230481755244,0.480221627820888,0.722800504694811
"HAVCR1",0.364601516466888,0.360256985143151,0.480235542271632,3.00871321933294
"PRMT9",0.080643025328047,0.360366677907609,0.480360344972765,473.040018120163
"AF279873.1",-0.263585754634722,0.360480875565691,0.480491141193687,2.46810597104629
"TMUB2",-0.0624250043883874,0.360513639023548,0.480513385548308,2092.47760415016
"FOXD1",-0.203374539988457,0.360835150666025,0.480920471005387,234.075017439198
"PLD6",0.166456498852589,0.360898180108473,0.480983030888692,201.751554588868
"TAF6",-0.104534913841726,0.360926712948576,0.480999612280822,1697.68884975515
"DEFB124",0.493205718476404,0.360978613900756,0.481047333008845,2.17231795968931
"AC010184.1",0.25649356547488,0.361009933419656,0.481067623474516,2.49159735578444
"AL365436.1",-0.171021798002494,0.36119590443702,0.481293985442491,8.10036193271593
"WASF3-AS1",0.585002767746203,0.361239810554748,0.481331034015446,0.853290775268461
"LINC02211",0.259640239945102,0.361290040156319,0.481376504584474,2.70083478339173
"RN7SL812P",0.35777309849157,0.36147790713478,0.481605348550224,1.64455561782811
"TEDC1",0.127793369193187,0.361638263264525,0.481776048021355,792.823434696379
"PINX1",-0.113311689241396,0.361631467167861,0.481776048021355,358.50533271426
"SLC35G4",0.8825134963039,0.361842011758368,0.482026000066008,0.656873219246706
"C2CD4C",0.26966132226582,0.361887349508813,0.482063416600208,112.409828102116
"AC064807.1",0.147995738911528,0.361902352867833,0.482063416600208,368.851440486852
"OR4K2",0.668276393132606,0.361960652944837,0.482119589957537,0.927478241127183
"RPS6KA2",-0.157017580844746,0.362084996916376,0.48215435667059,1752.48379912075
"VRTN",0.492224873931706,0.362099663886594,0.48215435667059,2.40932498218625
"TCP11L2",-0.129929732681967,0.36208636057008,0.48215435667059,561.615649803128
"SLC36A2",0.442061492823432,0.362093714157635,0.48215435667059,12.8708840916212
"LINC00452",-0.49535001607813,0.362056307904065,0.48215435667059,3.83721075317381
"AP003392.1",0.206529322258142,0.362090122867079,0.48215435667059,14.6815175312067
"SRSF3P1",-0.321005495904084,0.362086904185632,0.48215435667059,5.96752372757559
"AC008494.1",0.174642392533131,0.362116803222227,0.482155700753621,5.19727216762421
"IL36A",-0.502374331995159,0.362233639102916,0.482289783976855,506.405685686186
"RPL7AP14",-0.274639499216425,0.362255330706944,0.482297182678246,2.8021247800153
"PHETA2",0.132454986492941,0.362343838074866,0.482393533502601,1021.5962712648
"NDUFAF7",-0.0777599252685651,0.362371444891547,0.482408801580927,481.46025401364
"TMEM151B",0.465910606799908,0.362484099847534,0.482515795896085,30.7679135597351
"AC007663.3",-0.321242147971775,0.362469075947109,0.482515795896085,2.88462375776398
"CLN5",0.109635846342432,0.362799100545017,0.482913599923928,320.549844903524
"AC009041.3",0.159419969063594,0.362830410326591,0.482933770838118,21.1851908773182
"PKD2L2",0.21641579159629,0.363016903364552,0.483138970408423,4.44643145525273
"RAMP1",0.27234228761731,0.363002946088138,0.483138970408423,703.451361282512
"ITIH5",-0.245484642324469,0.363043625118714,0.483153022663666,925.701323062697
"RPL24P2",-0.14567854997424,0.363100423346049,0.483207098862973,43.1269319617482
"ABRAXAS1",0.10553969560129,0.363177522178925,0.483288184702507,213.343969296751
"FCGR1B",0.247592257679539,0.363221232800324,0.483324834885474,20.9653186918737
"TPRXL",0.19315737271787,0.363295834846503,0.483402586033014,568.371381240624
"ACAN",-0.246806126167857,0.363371143938968,0.48341671790572,244.744063525157
"ACSL5",-0.215972805303176,0.363348426053357,0.48341671790572,1149.14629360285
"HORMAD2-AS1",0.348907006065388,0.363365915640735,0.48341671790572,2.35573821677883
"AP000942.5",-0.388377648432906,0.363364641830982,0.48341671790572,2.96078994569395
"NOC2LP2",-0.189748433539544,0.363424760198476,0.483446070223708,5.65135123231194
"XIST",-0.708285115330574,0.363425553459017,0.483446070223708,527.920868396454
"AC015871.3",0.147774099442836,0.363462795856039,0.483474096374542,67.1699819605117
"ZSCAN5B",0.300923644262732,0.363619741027376,0.483661340221168,2.6618367974641
"FOXG1-AS1",-0.52529152556884,0.363669894008283,0.48370652628351,2.31250857372632
"DPF3",0.212128138978577,0.363706700928947,0.483733957916266,59.7807934584364
"C6orf62",-0.0892091787080739,0.363747229170895,0.483766336286545,7180.14592078475
"RPF1",0.0734835895063327,0.363782414436931,0.483791606190716,1748.78370344694
"SNORA53",0.248942468420927,0.36394509952106,0.483986427390494,2.98234143817992
"AL139042.1",-0.74643823491929,0.364017857113157,0.484061647974843,1.25923528743373
"PTCHD4",-0.23991002410975,0.364076049258478,0.484117493969503,50.8404795824093
"AC132153.1",0.338974702643099,0.364210197339503,0.484274330273227,1.25489935052349
"U62317.3",-0.189073088227842,0.364291884147119,0.484361400272471,6.06330516003494
"AL844908.2",0.231055953476509,0.364350868156531,0.484418278296269,7.15340029329637
"TAFA3",-0.28840974333194,0.364440448848115,0.484451873769026,12.9877924368118
"ACTG1P21",0.285794391988656,0.364440963650612,0.484451873769026,2.37362246178933
"LINC01229",0.246697182058303,0.364413852392013,0.484451873769026,12.0910935128754
"AC023787.2",0.444488594013584,0.364393645409986,0.484451873769026,1.5110680913228
"AC010332.1",-0.278994861652021,0.364464012858209,0.484460969066062,3.39467201896621
"AC092718.5",-0.189739916133253,0.36454540535297,0.484531882586732,4.29498843437129
"AC004477.2",-0.130597494875294,0.364549780522401,0.484531882586732,26.7353472671217
"SLC2A9-AS1",-0.251479769811169,0.36459442608112,0.48456967606673,5.34882793089563
"SACS",-0.144331178820333,0.364622335679506,0.484585223996612,1779.27043816581
"AC016573.1",0.334413124230675,0.364672015186488,0.484629701594029,1.76544177674933
"VAV2",-0.14587783589165,0.364843893689467,0.484836563979975,5025.28500315057
"DIS3",-0.118246104013648,0.364941565505058,0.484944800003432,3770.70311384153
"FAM76B",0.0967852531747787,0.364976583141309,0.484969773437946,624.208840621526
"CIBAR1P1",-0.158261152313709,0.365068078164093,0.485069786748502,13.2920696443414
"LINC02642",0.265954975402071,0.365198696068056,0.485221771840445,2.68107073934566
"OR7E62P",-0.290617040554956,0.365240825013179,0.485254933053217,44.1723609643531
"MGAM2",0.436520595458429,0.365256121828495,0.485254933053217,7.52297278734616
"EME2",-0.140139747839757,0.365326173821967,0.485326429398082,326.548407589513
"FAM135B",0.347608903907172,0.365370792742474,0.48536413370625,3.65791798502472
"NUP58",0.0817615616094973,0.365387496347442,0.485364753180364,2984.30905681698
"C9orf85",-0.0963714422901999,0.365538656297976,0.485543970585634,617.238799489326
"AL445253.1",-0.245276106871121,0.36556464115521,0.48555690972724,39.1784509537347
"MSL3P1",-0.25222599326631,0.365638142234229,0.485632957774175,6.82957764358878
"PRKCE",0.112093431161703,0.365814411188134,0.485845487147807,558.18274935448
"SLC13A2",-0.445275226003412,0.365979965248475,0.48604376760296,22.2410019677797
"SWT1",-0.0729793212968829,0.366056862764484,0.486089062271085,291.730652820575
"IDNK",-0.139096665989027,0.366047625077564,0.486089062271085,130.558245447144
"ZNF480",0.10084721488323,0.366062855639783,0.486089062271085,840.763060446353
"CSTF2",0.0847582989686355,0.366120835455541,0.486144456886862,1789.58901739351
"LINC00987",-0.25524943748061,0.366263665076734,0.486312507283513,22.5960040741999
"SIGLEC10",0.222656153597237,0.366414196173475,0.48649076805621,357.609161056009
"MCOLN1",-0.081581208534644,0.366458902970715,0.486528515549661,1048.35314960121
"RETSAT",-0.095568260346094,0.366487218938677,0.486544499401089,3409.63683714319
"PEAK1",-0.130307158644134,0.366621226336511,0.486700790409512,2201.79235809595
"C9orf43",0.153215368470603,0.366798647217002,0.486892713792131,32.236666817099
"XKRX",-0.229920472395124,0.366811072876205,0.486892713792131,227.703855071369
"AC025575.2",-0.478315555138951,0.366814663274414,0.486892713792131,66.3302156505716
"RPL5P5",0.280211384170463,0.366921320711181,0.48699103626226,2.60134611778974
"AL161945.1",0.551143142826654,0.366915723464091,0.48699103626226,1.0515020405788
"CILP",-0.395371637118566,0.366940694381899,0.486995126602305,353.606829543158
"MYH3",-0.385613068694437,0.366976911304231,0.487021569557187,1632.80864797887
"PTCH1",0.189127707692594,0.367010916233217,0.48702345325594,757.759617710285
"AC007225.1",0.333725605524144,0.366997937829529,0.48702345325594,1.94638919890074
"FAM217B",0.107537299644212,0.367056265578623,0.487062009618511,1162.73944099428
"HOXA10-AS",0.342032065901709,0.367073916486673,0.48706380999732,2.37268051288962
"SLC5A11",-0.371822053246982,0.367238303096154,0.487260302550057,15.9448211911252
"CTXND1",0.259593022924029,0.36728635134519,0.48730242407503,5.4072697512533
"POM121C",-0.0862735287355101,0.367313870689319,0.487317306051445,2734.53562025804
"MTCYBP18",0.373602147311033,0.367536408899097,0.487590907811638,24.1665819996626
"AL606834.2",0.12576287499121,0.36760275072108,0.487657277084921,29.5343576111462
"GIP",-0.518150397011627,0.367697005561722,0.487745382678282,2.85118218178652
"SNHG3",-0.150064837658345,0.367701799767667,0.487745382678282,701.106388326055
"SCO1",-0.0722822205830002,0.367869899899181,0.487896267382533,1570.09738986503
"BTF3L4",0.0760556415266341,0.367880836696605,0.487896267382533,2723.43186944877
"AC026471.1",-0.110176702893136,0.367846905944652,0.487896267382533,200.564233975983
"AC016885.3",-0.647697049124134,0.367880077047307,0.487896267382533,1.36626039200462
"ELP2",0.0929705275851541,0.367991173608885,0.488020947715918,3000.11324560739
"SMG1P1",-0.180997348943469,0.368062208575707,0.488088646232507,12.4634215093631
"AC010463.3",0.216406750742329,0.368074878341134,0.488088646232507,4.28746623412511
"SMPD4P1",0.336889148857735,0.368251319659974,0.488300955830011,54.383829081176
"GADL1",0.425910171406663,0.368303602850994,0.488332042851597,5.91835431662966
"AC106028.3",0.188649757921501,0.368307436976089,0.488332042851597,18.7391296776672
"TRHDE-AS1",-0.544673743128865,0.368779801036904,0.488936654510562,29.9599474894076
"LIPH",0.280751269550279,0.368887795332911,0.489058144236101,805.396380331636
"RNU6-722P",-0.157404250800144,0.369002846237959,0.489188978168576,11.2273335536998
"OVOL1-AS1",0.246380695170097,0.369081199144786,0.489271151928509,13.2788078116544
"ZNF263",-0.0609266207988897,0.369116311031154,0.489282888856299,1540.02590599927
"AC091153.1",0.193772923923009,0.369122789595825,0.489282888856299,25.4803966275958
"ASB10",0.611119613847989,0.369295889531244,0.489472011463448,18.1228874175568
"AP002754.1",0.363852098020725,0.369298216062329,0.489472011463448,4.62283637343698
"AC103409.1",-0.903256386658718,0.369319220610936,0.489478147667912,1.34449463175865
"ZNF431",0.144874579693602,0.369372635319127,0.489527236309437,782.681501500241
"LRRC77P",-0.343690838301235,0.369676742566358,0.489886828425481,2.28138311927175
"AC108215.1",0.27961392476272,0.369670105973421,0.489886828425481,12.5701633712102
"PLD3",-0.128726383553359,0.369696051822774,0.489890698691655,13592.429298845
"NDUFB9P2",0.297759467917809,0.369719852404852,0.489900519885005,2.30534429025739
"CHL1",0.383850181346224,0.369756808298255,0.489927770995188,1214.65415382668
"CBX4",-0.101185026347,0.369810995730508,0.489962720686804,2078.53625092329
"LINC02363",0.226496353251606,0.369815967621293,0.489962720686804,8.60367259216772
"WDR91",-0.12837159903623,0.369873144984905,0.490016755302432,2379.34568435625
"AC016526.2",-0.327172373755951,0.369905466415496,0.4900378568557,2.34483025253052
"FAM3D-AS1",0.368009408551099,0.369950755695517,0.490056162740157,1.19494182457664
"AC005899.6",0.223196101233477,0.36995207307622,0.490056162740157,4.97277217232169
"SEM1P1",-0.220462842337686,0.370021985398757,0.490127052224028,3.35522667815596
"AC092135.3",0.207823110546618,0.370095865870139,0.490203191359012,7.03001430599248
"LINC00665",0.322755534584691,0.370197188662547,0.490315670322161,582.489423878673
"DMRT1",0.451988019732876,0.370241146489342,0.49035216441557,16.1469802961399
"ZNF562",0.0921162317246324,0.370274821759722,0.490375037527872,1930.26766265057
"ACTBP7",-0.183374697132108,0.370743994568729,0.490974636082246,8.80702975679392
"CACNG4",-0.361482590046105,0.370801874187368,0.491029531883614,259.141970965922
"AC005225.2",0.344493722073136,0.370852206932243,0.491074429415195,1.93800605389185
"OR5BH1P",-0.612477840197151,0.370943229199661,0.491158377014357,1.31538824290513
"SNORD3B-1",-0.392044470277227,0.37094846512365,0.491158377014357,2.00149521894314
"USP6NL",0.117211271537042,0.370976511946398,0.491173756260873,1946.56059008229
"EXOC8",-0.070951320718009,0.371136151764539,0.491363355857276,1162.29722637466
"LINC02076",-0.314994473726736,0.371185415951134,0.491406814013522,4.40270018334674
"GCC2",0.0894826464444178,0.371304462974035,0.491531087393962,1280.22770847483
"AC126773.4",-0.158226539493436,0.371319535399192,0.491531087393962,21.5133062199093
